AgencyID,AgencyName,Mode,TimePeriod,RevenueMiles,DeadheadMiles,PassengerMiles
0R02-00325,"MTR Western, LLC",,Annual Total,767424,,
0R02-00330,City of Canby,DR,Annual Total,68463,,
0R02-00330,City of Canby,MB,Annual Total,126706,,
0R02-00331,Sunset Empire Transportation District,CB,Annual Total,119005,,
0R02-00331,Sunset Empire Transportation District,DR,Annual Total,60573,,
0R02-00331,Sunset Empire Transportation District,MB,Annual Total,253773,,
0R02-00339,Basin Transit Service,DR,Annual Total,64753,,
0R02-00339,Basin Transit Service,MB,Annual Total,267860,,
0R02-00343,Community Connection of Northeast Oregon,CB,Annual Total,71769,,
0R02-00343,Community Connection of Northeast Oregon,DR,Annual Total,335020,,
0R02-00343,Community Connection of Northeast Oregon,MB,Annual Total,100972,,
0R02-00348,"Senior Citizens of Sweet Home, Inc.",CB,Annual Total,168822,,
0R02-00348,"Senior Citizens of Sweet Home, Inc.",DR,Annual Total,129243,,
0R02-00351,Douglas County,CB,Annual Total,233409,,
0R02-00351,Douglas County,DR,Annual Total,222387,,
0R02-00351,Douglas County,MB,Annual Total,113344,,
0R02-00353,City of Florence,DR,Annual Total,937,,
0R02-00353,City of Florence,MB,Annual Total,23869,,
0R02-00359,City of Pendleton,DR,Annual Total,57910,,
0R02-00359,City of Pendleton,DT,Annual Total,36606,,
0R02-00360,City of Woodburn,DR,Annual Total,80834,,
0R02-00360,City of Woodburn,MB,Annual Total,53503,,
0R02-00362,TAC Transportation,,Annual Total,318638,,
0R02-00363,Clackamas County Social Services,CB,Annual Total,156918,,
0R02-00363,Clackamas County Social Services,MB,Annual Total,39229,,
0R02-00374,Harney County,DR,Annual Total,102718,,
0R02-00375,Columbia County,CB,Annual Total,365641,,
0R02-00375,Columbia County,DR,Annual Total,102938,,
0R02-00375,Columbia County,MB,Annual Total,42344,,
0R02-00376,"Ride Connection, Inc.",DR,Annual Total,341090,,
0R02-00377,City of Lebanon,DR,Annual Total,39082,,
0R02-00389,City of Sandy,CB,Annual Total,245364,,
0R02-00389,City of Sandy,DR,Annual Total,78360,,
0R02-00395,"The Shuttle, Inc.",,Annual Total,182135,,
0R02-00396,Mid-Columbia Council of Governments,CB,Annual Total,9154,,
0R02-00396,Mid-Columbia Council of Governments,DR,Annual Total,74346,,
0R03-00033,Senior Services of Snohomish County,DR,Annual Total,157930,,
0R03-00280,Central Washington Airporter,,Annual Total,132946,,
0R03-00282,Garfield County Transportation Program,DR,Annual Total,57657,,
0R03-00285,Thurston Regional Planning Council,MB,Annual Total,203271,,
0R03-00286,Rural Resources Community Action,CB,Annual Total,51865,,
0R03-00286,Rural Resources Community Action,DR,Annual Total,418005,,
0R03-00287,People for People Moses Lake,CB,Annual Total,189211,,
0R03-00287,People for People Moses Lake,DR,Annual Total,146420,,
0R03-00289,"Heckman Motors, Inc",,Annual Total,160115,,
0R03-00291,Northwestern Stagelines Inc,,Annual Total,134140,,
0R03-00294,Pullman Transit,DR,Annual Total,72001,,
0R03-00294,Pullman Transit,MB,Annual Total,352403,,
0R03-00297,People for People Yakima,CB,Annual Total,142226,,
0R03-00297,People for People Yakima,DR,Annual Total,362762,,
0R03-00298,Island Transit,DR,Annual Total,333284,,
0R03-00298,Island Transit,MB,Annual Total,1144752,,
0R03-00298,Island Transit,VP,Annual Total,1120067,,
0R03-00299,Klickitat County Senior Services,DR,Annual Total,451980,,
0R03-00303,Clallam Transit System,DR,Annual Total,371466,,
0R03-00303,Clallam Transit System,MB,Annual Total,950500,,
0R03-00303,Clallam Transit System,VP,Annual Total,657754,,
0R03-00309,Grant County Transportation Authority,CB,Annual Total,111924,,
0R03-00309,Grant County Transportation Authority,DR,Annual Total,113322,,
0R03-00309,Grant County Transportation Authority,MB,Annual Total,744608,,
0R03-00309,Grant County Transportation Authority,VP,Annual Total,277496,,
0R03-00312,Hopesource,DR,Annual Total,156183,,
0R03-00312,Hopesource,MB,Annual Total,74231,,
0R03-00314,Grays Harbor Transit,DR,Annual Total,365068,,
0R03-00314,Grays Harbor Transit,MB,Annual Total,812895,,
0R03-00314,Grays Harbor Transit,VP,Annual Total,386678,,
0R03-00315,Mason County Transportation Authority,CB,Annual Total,64191,,
0R03-00315,Mason County Transportation Authority,DR,Annual Total,364373,,
0R03-00315,Mason County Transportation Authority,MB,Annual Total,647693,,
0R03-00315,Mason County Transportation Authority,VP,Annual Total,217701,,
0R03-00316,Jefferson Transit,DR,Annual Total,49624,,
0R03-00316,Jefferson Transit,MB,Annual Total,569896,,
0R03-00316,Jefferson Transit,VP,Annual Total,79245,,
0R03-00317,Mt Si Senior Center,DR,Annual Total,128129,,
0R03-00322,Pacific Transit,DR,Annual Total,91723,,
0R03-00322,Pacific Transit,MB,Annual Total,334965,,
0R03-00332,Okanogan County Transportation & Nutrition,DR,Annual Total,127275,,
0R03-00332,Okanogan County Transportation & Nutrition,MB,Annual Total,176727,,
0R03-00336,Skamania County Senior Services,DR,Annual Total,150161,,
0R03-00336,Skamania County Senior Services,MB,Annual Total,55680,,
0R03-00364,Twin Transit,DR,Annual Total,61658,,
0R03-00364,Twin Transit,MB,Annual Total,285542,,
0R03-00366,White Pass Community Services Coalition,MB,Annual Total,121707,,
0R03-00368,Lower Columbia Community Action Council,CB,Annual Total,122559,,
0R03-00368,Lower Columbia Community Action Council,DR,Annual Total,72017,,
0R03-00371,Wahkiakum County Health & Human Services,DR,Annual Total,63433,,
0R03-00371,Wahkiakum County Health & Human Services,MB,Annual Total,84765,,
0R03-00383,Columbia County Public Transportation,DR,Annual Total,213501,,
0R03-00383,Columbia County Public Transportation,VP,Annual Total,114054,,
0R03-00386,Special Mobility Services,DR,Annual Total,17636,,
0R03-00386,Special Mobility Services,MB,Annual Total,130469,,
0R03-00397,"Central Washington Airporter (Walla Walla, Franklin)",,Annual Total,129108,,
0R03-00398,Coastal Community Action Program,DR,Annual Total,92994,,
0R03-00405,Okanogan Transit,DR,Annual Total,127275,,
0R03-00405,Okanogan Transit,MB,Annual Total,45776,,
0R03-00406,Smith6 LLC (Provide-A-Ride),DR,Annual Total,47788,,
0R04-00320,Center for Community ,DR,Annual Total,46996,,
0R04-00320,Center for Community ,MB,Annual Total,135150,,
0R04-00327,Mat-Su Community Transit,DR,Annual Total,31745,,
0R04-00327,Mat-Su Community Transit,DT,Annual Total,85708,,
0R04-00327,Mat-Su Community Transit,MB,Annual Total,144075,,
0R04-00340,"Senior Citizens of Kodiak, Inc.",DR,Annual Total,16991,,
0R04-00340,"Senior Citizens of Kodiak, Inc.",MB,Annual Total,10240,,
0R04-00345,Glacier Valley Transit,MB,Annual Total,94807,,
0R04-00355,Valley Mover,CB,Annual Total,355474,,
0R04-00358,Ketchikan Gateway Borough,DR,Annual Total,65064,,
0R04-00358,Ketchikan Gateway Borough,MB,Annual Total,250069,,
0R04-00378,"Central Area Rural Transit System, Inc.",DR,Annual Total,342970,,
0R04-00378,"Central Area Rural Transit System, Inc.",DT,Annual Total,53836,,
0R04-00379,Interior Alaska Bus Line,,Annual Total,178060,,
0R04-00382,Inter-Island Ferry Authority,FB,Annual Total,28386,,
0R04-00387,City of Bethel,MB,Annual Total,45956,,
0R04-00391,City and Borough of Juneau,DR,Annual Total,281329,,
0R04-00391,City and Borough of Juneau,MB,Annual Total,783076,,
0R04-00399,Sunshine Transit Coalition,MB,Annual Total,106456,,
1R01-10131,Northwestern CT Transit District,DR,Annual Total,237954,,
1R01-10131,Northwestern CT Transit District,MB,Annual Total,127905,,
1R01-10140,Estuary Transit District,DR,Annual Total,158603,,
1R01-10140,Estuary Transit District,MB,Annual Total,418845,,
1R01-10149,Windham Region Transit District,CB,Annual Total,139045,,
1R01-10149,Windham Region Transit District,DR,Annual Total,222337,,
1R01-10149,Windham Region Transit District,MB,Annual Total,158895,,
1R01-10156,Northeastern Connecticut Transit District,DR,Annual Total,50519,,
1R01-10156,Northeastern Connecticut Transit District,MB,Annual Total,161722,,
1R02-10145,Martha's Vineyard Transit Authority,DR,Annual Total,87422,,
1R02-10145,Martha's Vineyard Transit Authority,MB,Annual Total,1097579,,
1R02-10162,Nantucket Regional Transit Authority,DR,Annual Total,23278,,
1R02-10162,Nantucket Regional Transit Authority,MB,Annual Total,174265,,
1R02-10173,Franklin Regional Transit Authority,DR,Annual Total,244469,,
1R02-10173,Franklin Regional Transit Authority,MB,Annual Total,328402,,
1R02-10176,Plymouth & Brockton Street Railway Co.,,Annual Total,99880,,
1R03-10134,Penquis Community Action Program,DR,Annual Total,5107166,,
1R03-10134,Penquis Community Action Program,DT,Annual Total,1169520,,
1R03-10142,"Aroostook Regional Transportation Systems, Inc.",DR,Annual Total,328261,,
1R03-10146,Washington Hancock Community Agency,DR,Annual Total,1065455,,
1R03-10147,"John T. Cyr & Sons, Inc.",,Annual Total,150110,,
1R03-10152,City of Bath,MB,Annual Total,38160,,
1R03-10153,Town of Cranberry Isles,FB,Annual Total,1245,,
1R03-10155,Kennebec Valley Community Action Program,DR,Annual Total,756344,,
1R03-10155,Kennebec Valley Community Action Program,MB,Annual Total,308706,,
1R03-10166,"Coastal Trans, Inc. ",DR,Annual Total,148620,,
1R03-10166,"Coastal Trans, Inc. ",MB,Annual Total,78552,,
1R03-10167,Isle au Haut Boat Services,FB,Annual Total,13028,,
1R03-10169,Waldo Community Action Partners,DR,Annual Total,1087613,,
1R03-10175,"Downeast Transportation, Inc. ",CB,Annual Total,143360,,
1R03-10175,"Downeast Transportation, Inc. ",MB,Annual Total,463069,,
1R03-10177,"West's Transportation, Inc. ",DR,Annual Total,159697,,
1R03-10177,"West's Transportation, Inc. ",MB,Annual Total,46440,,
1R03-11153,West's Transportation - Intercity Bus,,Annual Total,128110,,
1R04-10135,"Concord Coach Lines, Inc.",,Annual Total,129270,,
1R04-10137,"Advance Transit, Inc. NH",DR,Annual Total,68361,,
1R04-10137,"Advance Transit, Inc. NH",MB,Annual Total,446491,,
1R04-10150,"Community Alliance of Human Services, Inc.",DR,Annual Total,147936,,
1R04-10150,"Community Alliance of Human Services, Inc.",MB,Annual Total,99880,,
1R04-10159,"VNA Home Healthcare, Hospice & Community Service",DR,Annual Total,50015,,
1R04-10159,"VNA Home Healthcare, Hospice & Community Service",MB,Annual Total,80805,,
1R04-10160,Belknap Merrimack CAP/Winnipesaukee Transit System,MB,Annual Total,34722,,
1R04-10161,Belknap-Merrimack CAP/Concord Area Transit,DR,Annual Total,56888,,
1R04-10161,Belknap-Merrimack CAP/Concord Area Transit,MB,Annual Total,130965,,
1R04-10170,"Tri-County CAP, Inc./Carroll County Transit",DR,Annual Total,63652,,
1R04-10170,"Tri-County CAP, Inc./Carroll County Transit",MB,Annual Total,28736,,
1R04-10172,"Tri-County CAP, Inc./North Country Transit",DR,Annual Total,164236,,
1R04-10172,"Tri-County CAP, Inc./North Country Transit",MB,Annual Total,84214,,
1R06-10137,"Advance Transit, Inc. NH",DR,Annual Total,20357,,
1R06-10137,"Advance Transit, Inc. NH",MB,Annual Total,136227,,
1R06-10141,"Connecticut River Transit, Inc.",CB,Annual Total,183952,,
1R06-10141,"Connecticut River Transit, Inc.",DR,Annual Total,2597606,,
1R06-10141,"Connecticut River Transit, Inc.",DT,Annual Total,0,,
1R06-10141,"Connecticut River Transit, Inc.",MB,Annual Total,348807,,
1R06-10143,Addison County Transit Resources,CB,Annual Total,118452,,
1R06-10143,Addison County Transit Resources,DR,Annual Total,1249988,,
1R06-10143,Addison County Transit Resources,MB,Annual Total,298748,,
1R06-10144,"Deerfield Valley Transit Association, Inc.",DR,Annual Total,46960,,
1R06-10144,"Deerfield Valley Transit Association, Inc.",MB,Annual Total,298098,,
1R06-10148,Rural Community Transportation,CB,Annual Total,18868,,
1R06-10148,Rural Community Transportation,DR,Annual Total,3336531,,
1R06-10148,Rural Community Transportation,DT,Annual Total,19166,,
1R06-10148,Rural Community Transportation,MB,Annual Total,114198,,
1R06-10151,Green Mountain Community Network,DR,Annual Total,690895,,
1R06-10151,Green Mountain Community Network,MB,Annual Total,226619,,
1R06-10154,Marble Valley Regional Transit District,CB,Annual Total,478903,,
1R06-10154,Marble Valley Regional Transit District,DR,Annual Total,177218,,
1R06-10154,Marble Valley Regional Transit District,MB,Annual Total,307433,,
1R06-10165,Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,CB,Annual Total,195325,,
1R06-10165,Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,DR,Annual Total,1881128,,
1R06-10165,Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,DT,Annual Total,9607,,
1R06-10165,Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,MB,Annual Total,369595,,
1R06-10168,"Stagecoach Transportation Services, Inc.",CB,Annual Total,211650,,
1R06-10168,"Stagecoach Transportation Services, Inc.",DR,Annual Total,513620,,
1R06-10168,"Stagecoach Transportation Services, Inc.",MB,Annual Total,30708,,
1R06-10174,"Vermont Association for the Blind, Inc.",DR,Annual Total,109257,,
1R06-10174,"Vermont Association for the Blind, Inc.",VP,Annual Total,6668,,
1R06-60208,"Greyhound Lines, Inc.",,Annual Total,44164,,
2R01-20924,"Academy Lines, LLC",,Annual Total,154026,,
2R01-20928,WARREN COUNTY,DR,Annual Total,334175,,
2R01-20928,WARREN COUNTY,MB,Annual Total,268769,,
2R01-20933,MONMOUTH COUNTY DIVISION OF TRANSPORTATION,DR,Annual Total,575184,,
2R01-20944,SALEM COUNTY,DR,Annual Total,186549,,
2R01-20950,SUSSEX COUNTY TRANSIT,DR,Annual Total,363421,,
2R01-20950,SUSSEX COUNTY TRANSIT,MB,Annual Total,192683,,
2R01-20961,TOWNSHIP OF WEST MILFORD,MB,Annual Total,34192,,
2R02-20925,Lewis County,DR,Annual Total,7829,,
2R02-20925,Lewis County,MB,Annual Total,268572,,
2R02-20926,Schoharie County Public Transportation,CB,Annual Total,124448,,
2R02-20926,Schoharie County Public Transportation,DR,Annual Total,86986,,
2R02-20926,Schoharie County Public Transportation,MB,Annual Total,174086,,
2R02-20927,Village of Lake Placid,MB,Annual Total,68947,,
2R02-20931,Greene County,MB,Annual Total,35168,,
2R02-20932,Essex County Department of Community Development,MB,Annual Total,306710,,
2R02-20934,Orleans Transit Service,MB,Annual Total,174271,,
2R02-20935,Chenango County,MB,Annual Total,468586,,
2R02-20937,Sullivan County Transportation,MB,Annual Total,5806,,
2R02-20938,RTS Seneca ,MB,Annual Total,227194,,
2R02-20939,Clinton County,DR,Annual Total,176307,,
2R02-20939,Clinton County,MB,Annual Total,370505,,
2R02-20940,Madison-Birnie Bus,MB,Annual Total,159488,,
2R02-20941,First Transit - Corning,MB,Annual Total,154963,,
2R02-20942,Oswego County,DR,Annual Total,538345,,
2R02-20942,Oswego County,MB,Annual Total,519237,,
2R02-20945,Schuyler County,DR,Annual Total,4621,,
2R02-20945,Schuyler County,MB,Annual Total,117515,,
2R02-20946,First Transit - Steuben,MB,Annual Total,169011,,
2R02-20947,RTS Genesee,MB,Annual Total,122752,,
2R02-20951,Allegany County,MB,Annual Total,454529,,
2R02-20952,Montgomery County,CB,Annual Total,95004,,
2R02-20952,Montgomery County,MB,Annual Total,78882,,
2R02-20953,Hornell Area Transit,MB,Annual Total,355041,,
2R02-20954,Town of Goshen,MB,Annual Total,33330,,
2R02-20957,County of Niagara,MB,Annual Total,188812,,
2R02-20958,Cortland County,DR,Annual Total,16073,,
2R02-20958,Cortland County,MB,Annual Total,380904,,
2R02-20959,Chautauqua County,DR,Annual Total,114206,,
2R02-20959,Chautauqua County,MB,Annual Total,749575,,
2R02-20960,City of Oneonta,CB,Annual Total,4025,,
2R02-20960,City of Oneonta,DR,Annual Total,12472,,
2R02-20960,City of Oneonta,MB,Annual Total,403603,,
2R02-20962,RTS Livingston ,MB,Annual Total,451889,,
2R02-20964,Fulton County,MB,Annual Total,54570,,
2R02-20967,RTS Ontario,MB,Annual Total,1075812,,
2R02-20968,Rensselaer County Planning Department,CB,Annual Total,51765,,
2R02-20969,Intercity - Adirondack Trailways,,Annual Total,2098440,,
2R02-20970,Amsterdam Transportation Department,CB,Annual Total,34865,,
2R02-20970,Amsterdam Transportation Department,MB,Annual Total,101497,,
2R02-20971,Intercity - Chenango Valley Bus Lines,,Annual Total,643998,,
2R02-20973,Town of Montgomery,MB,Annual Total,82797,,
2R02-20974,Intercity - First Transit (NCE),,Annual Total,143500,,
2R02-20975,First Transit-Olean,MB,Annual Total,132622,,
2R02-20977,Intercity - Passenger Bus - NY Trailways,,Annual Total,691459,,
2R02-20978,Intercity - Pine Hill-Kingston Trailways,,Annual Total,647576,,
2R02-20980,Wyoming Transit Service,MB,Annual Total,269971,,
2R02-20981,Gloversville City Hall,DR,Annual Total,22309,,
2R02-20981,Gloversville City Hall,MB,Annual Total,144674,,
2R02-20982,Intercity - Shortline - Hudson Transit (1),,Annual Total,3798788,,
2R02-20983,Wayne Area Transportation Service,MB,Annual Total,828009,,
2R02-20984,Birnie Bus -  Otsego,MB,Annual Total,389202,,
2R02-20985,ARC (Allegany),MB,Annual Total,40028,,
2R02-20986,Intercity-Birnie Bus,,Annual Total,336932,,
2R02-20988,City of Port Jervis,MB,Annual Total,24616,,
2R02-20990,Oneida County,MB,Annual Total,310814,,
2R02-20991,St Lawrence County,MB,Annual Total,393844,,
2R02-20992,Franklin County Public Transportation,MB,Annual Total,544527,,
2R02-20994,ARC of Steuben,MB,Annual Total,144075,,
2R02-20996,Arc Otsego,MB,Annual Total,126987,,
2R02-20997,Village of Cooperstown Trolley,MB,Annual Total,20162,,
2R02-30979,Intercity - Butler Motor Transit Inc,,Annual Total,520736,,
2R02-30987,Intercity - Fullington Trailways,,Annual Total,78157,,
3R03-30117,"Garrett County Community Action Committee, Inc",DR,Annual Total,656849,,
3R03-30130,Baltimore County Department of Aging,DR,Annual Total,334721,,
3R03-30131,"Board of County Commissioners of Calvert County, Maryland",DR,Annual Total,390202,,
3R03-30131,"Board of County Commissioners of Calvert County, Maryland",MB,Annual Total,161276,,
3R03-30155,Mayor and City Council Town of Ocean City,DR,Annual Total,42015,,
3R03-30155,Mayor and City Council Town of Ocean City,MB,Annual Total,785805,,
3R03-30161,Dorchester County Council,DR,Annual Total,40595,,
3R03-30161,Dorchester County Council,MB,Annual Total,429718,,
3R03-30173,"Bayrunners, Inc",,Annual Total,239176,,
3R03-30186,"The County Commissioners of Caroline County, Maryland",DR,Annual Total,355051,,
3R03-30186,"The County Commissioners of Caroline County, Maryland",MB,Annual Total,322812,,
3R03-30192,Queen Anne's County Department of Aging,DR,Annual Total,95428,,
3R03-30192,Queen Anne's County Department of Aging,MB,Annual Total,184538,,
3R03-60208,"Greyhound Lines, Inc.",,Annual Total,68398,,
3R04-30116,Borough of Mt. Carmel,MB,Annual Total,61273,,
3R04-30124,Warren County Transit Authority,DR,Annual Total,134431,,
3R04-30124,Warren County Transit Authority,MB,Annual Total,188785,,
3R04-30127,Schuylkill Transportation System,DR,Annual Total,362340,,
3R04-30127,Schuylkill Transportation System,MB,Annual Total,302172,,
3R04-30141,Butler Transit  Authority,DR,Annual Total,7489,,
3R04-30141,Butler Transit  Authority,MB,Annual Total,178755,,
3R04-30151,New Castle Area Transit Authority,CB,Annual Total,395632,,
3R04-30151,New Castle Area Transit Authority,DR,Annual Total,17688,,
3R04-30151,New Castle Area Transit Authority,MB,Annual Total,695940,,
3R04-30159,Susquehanna Transit Company,,Annual Total,711443,,
3R04-30167,County of Carbon,DR,Annual Total,746468,,
3R04-30167,County of Carbon,MB,Annual Total,32763,,
3R04-30168,Venango County Transportation Office,DR,Annual Total,267119,,
3R04-30168,Venango County Transportation Office,MB,Annual Total,172680,,
3R04-30170,Endless Mountains Transportation Authority,DR,Annual Total,1123702,,
3R04-30170,Endless Mountains Transportation Authority,MB,Annual Total,429867,,
3R04-30171,Myers Coach Lines,,Annual Total,151092,,
3R04-30177,Indiana County Transit Authority,DR,Annual Total,258484,,
3R04-30177,Indiana County Transit Authority,MB,Annual Total,393649,,
3R04-30185,Crawford Area Transportation Authority,DR,Annual Total,215965,,
3R04-30185,Crawford Area Transportation Authority,MB,Annual Total,251903,,
3R04-30191,"Carl R. Bieber, Inc.",,Annual Total,722758,,
3R04-30194,Mid-County Transit Authority dba Town & Country Tr,DR,Annual Total,308604,,
3R04-30194,Mid-County Transit Authority dba Town & Country Tr,MB,Annual Total,125062,,
3R04-30196,Area Transportation Authority of North Central PA,DR,Annual Total,823520,,
3R04-30196,Area Transportation Authority of North Central PA,MB,Annual Total,570129,,
3R04-30196,Area Transportation Authority of North Central PA,VP,Annual Total,42941,,
3R04-30197,"DuBois, Falls Creek, Sandy TWP Joint Transit Auth",MB,Annual Total,127068,,
3R04-30987,Intercity - Fullington Trailways,,Annual Total,840150,,
3R04-60208,"Greyhound Lines, Inc.",,Annual Total,813326,,
3R05-30119,Central West Virginia Transit Authority,DR,Annual Total,11771,,
3R05-30119,Central West Virginia Transit Authority,MB,Annual Total,642184,,
3R05-30121,Bluefield Area Transit,DR,Annual Total,295799,,
3R05-30121,Bluefield Area Transit,MB,Annual Total,320449,,
3R05-30122,Randolph County Senior Center dba Country Roads Transit,DR,Annual Total,114775,,
3R05-30122,Randolph County Senior Center dba Country Roads Transit,MB,Annual Total,49189,,
3R05-30135,Potomac Valley Transit Authority,DR,Annual Total,93047,,
3R05-30135,Potomac Valley Transit Authority,MB,Annual Total,495857,,
3R05-30138,Barbour Co. Senior Center dba Here & There Transit,DR,Annual Total,136441,,
3R05-30138,Barbour Co. Senior Center dba Here & There Transit,MB,Annual Total,32421,,
3R05-30140,Mountain Transit Authority,DR,Annual Total,56159,,
3R05-30140,Mountain Transit Authority,MB,Annual Total,236303,,
3R05-30149,Fairmont Marion County Transit Authority,DR,Annual Total,150452,,
3R05-30149,Fairmont Marion County Transit Authority,MB,Annual Total,386878,,
3R05-30162,Little Kanawha Transit Authority,DR,Annual Total,180234,,
3R05-30179,"Wayne Co. Comm. Servs. Org., dba Wayne X-Press",DR,Annual Total,142385,,
3R05-30179,"Wayne Co. Comm. Servs. Org., dba Wayne X-Press",MB,Annual Total,242440,,
3R05-30183,Tri River Transit,DR,Annual Total,55346,,
3R05-30183,Tri River Transit,MB,Annual Total,615513,,
3R05-30190,"Preston County Sr. Cit, Inc. dba Buckwheat Express",DR,Annual Total,133032,,
3R05-30190,"Preston County Sr. Cit, Inc. dba Buckwheat Express",MB,Annual Total,99947,,
3R05-50188,Baron's Bus Inc.,,Annual Total,191300,,
3R06-30069,City of Danville Mass Transit System,DR,Annual Total,25966,,
3R06-30069,City of Danville Mass Transit System,MB,Annual Total,483710,,
3R06-30114,Accomack-Northhampton Transportation District Comm,MB,Annual Total,356205,,
3R06-30115,Pulaski Area Transit,DR,Annual Total,241422,,
3R06-30118,VRT-Culpeper Region,DR,Annual Total,94925,,
3R06-30118,VRT-Culpeper Region,MB,Annual Total,137527,,
3R06-30120,VRT-NoVA Loudoun Region,MB,Annual Total,330627,,
3R06-30123,District Three Public Transit,DR,Annual Total,552717,,
3R06-30125,VRT-Staunton Region,MB,Annual Total,284413,,
3R06-30132,Mountain Empire Older Citizens Transit,DR,Annual Total,879116,,
3R06-30142,Lake Area Bus,DR,Annual Total,63564,,
3R06-30147,Town of Chincoteague,MB,Annual Total,17378,,
3R06-30154,Greene Co. Transit Inc.,DR,Annual Total,370050,,
3R06-30157,Town of Altavista,MB,Annual Total,47648,,
3R06-30164,Town of Bluefield/Graham Transit,MB,Annual Total,130572,,
3R06-30165,Farmville Area Bus,DR,Annual Total,24071,,
3R06-30165,Farmville Area Bus,MB,Annual Total,192660,,
3R06-30172,Bay Transit,DR,Annual Total,1181988,,
3R06-30174,Four County Transit,MB,Annual Total,848282,,
3R06-30178,"Unified Human Services Transportation Systems, Inc",DR,Annual Total,368054,,
3R06-30184,Blackstone Area Bus Service,MB,Annual Total,365219,,
4R01-40907,Blount County Commission,DR,Annual Total,121813,,
4R01-40911,Macon-Russell Community Action Agency,DR,Annual Total,99992,,
4R01-40926,Escambia County Commission,DR,Annual Total,104865,,
4R01-40928,Baldwin County Commission,DR,Annual Total,741355,,
4R01-40960,Etowah County Commission,DR,Annual Total,138995,,
4R01-40963,Madison County Commission,DR,Annual Total,197621,,
4R01-40965,Cullman County Commission,DR,Annual Total,484233,,
4R01-40973,West Alabama Public Transportation,,Annual Total,81742,,
4R01-40982,"H.EL.P., Inc. ",DR,Annual Total,52897,,
4R01-40986,Dekalb County Commission,DR,Annual Total,168645,,
4R01-41000,Educational Center for Independence,DR,Annual Total,107941,,
4R01-41009,City of Guntersville,DR,Annual Total,63672,,
4R01-41076,St. Clair County Commission,DR,Annual Total,199732,,
4R01-41084,Alabama Tombigbee Regional Planning Commission,DR,Annual Total,231790,,
4R01-41089,City of Eufaula,DR,Annual Total,36846,,
4R01-41107,Chilton County Commission,DR,Annual Total,80592,,
4R01-41118,Birmingham Regional Paratransit Consortium,DR,Annual Total,25050,,
4R01-41123,Lawrence County Aging-Rural Transit System ,DR,Annual Total,96644,,
4R01-41125,Covington Area Transit System,DR,Annual Total,67499,,
4R01-41129,Pike Area Transit System,DR,Annual Total,187197,,
4R01-41135,Capital Motor LInes/ Colonial Trailways,,Annual Total,251521,,
4R01-41173,Walker County Commission,DR,Annual Total,66540,,
4R01-41180,Jackson County Council on Aging,DR,Annual Total,110534,,
4R01-41188,Area Referral & Informtn Services for the Elderly,DR,Annual Total,45134,,
4R01-44926,West Alabama Rural Public Transportation,DR,Annual Total,1129642,,
4R01-60208,"Greyhound Lines, Inc.",,Annual Total,396522,,
4R02-40207,"Good Wheels, Inc.",DR,Annual Total,967261,,
4R02-40920,Ride Solution,MB,Annual Total,751924,,
4R02-40923,Liberty County Board of County Commissioners,DR,Annual Total,351210,,
4R02-40937,RideSolution,,Annual Total,213882,,
4R02-40968,Gulf County ARC,DR,Annual Total,271096,,
4R02-40999,Sumter County Board of County Commissioners,DR,Annual Total,460770,,
4R02-40999,Sumter County Board of County Commissioners,MB,Annual Total,44005,,
4R02-41037,"Suwannee River Economic Council, Inc.",DR,Annual Total,496332,,
4R02-41050,Suwannee Valley Transit Authority,MB,Annual Total,624787,,
4R02-41060,City of Key West Department of Transportation,MB,Annual Total,601466,,
4R02-41091,"Calhoun County Senior Citizens Association, Inc.",DR,Annual Total,172499,,
4R02-41095,VPSI,VP,Annual Total,992910,,
4R02-41114,Nassau Council on Aging,DR,Annual Total,219261,,
4R02-41114,Nassau Council on Aging,MB,Annual Total,184864,,
4R02-41148,Wakulla County Transportation,DR,Annual Total,253321,,
4R02-41153,Big Bend Transit,DR,Annual Total,1340669,,
4R02-41153,Big Bend Transit,MB,Annual Total,156518,,
4R02-41153,Big Bend Transit,VP,Annual Total,111473,,
4R02-41157,Citrus County Transit,DR,Annual Total,291041,,
4R02-41157,Citrus County Transit,MB,Annual Total,374400,,
4R02-41170,Baker Council on Aging,DR,Annual Total,236568,,
4R02-41170,Baker Council on Aging,MB,Annual Total,135852,,
4R02-41175,A & A Transport,DR,Annual Total,136888,,
4R02-41184,Levy County Board of County Commissioners,DR,Annual Total,610042,,
4R02-41186,"Tri-County Community Council, Inc",DR,Annual Total,1412774,,
4R02-41194,DeSoto County Board of County Commissioners,DR,Annual Total,99093,,
4R02-41194,DeSoto County Board of County Commissioners,MB,Annual Total,36004,,
4R02-41198,"Jackson County Transportation, Inc.",DR,Annual Total,528540,,
4R02-41198,"Jackson County Transportation, Inc.",MB,Annual Total,13491,,
4R02-44938,Central Florida Regional Planning Council,DR,Annual Total,896594,,
4R02-60208,"Greyhound Lines, Inc.",,Annual Total,964920,,
4R03-40903,Macon County Transit,DR,Annual Total,66973,,
4R03-40904,Rabun County,DR,Annual Total,88631,,
4R03-40905,Three Rivers Regional Commission,DR,Annual Total,457277,,
