AgencyID,AgencyName,Mode,TimePeriod,RevenueMiles,DeadheadMiles,PassengerMiles
60038,Lafayette Transit System,MB,Average Weekday - Midday,,,
60038,Lafayette Transit System,MB,Average Weekday - PM Peak,,,
60038,Lafayette Transit System,MB,Average Weekday - Other,,,
60038,Lafayette Transit System,MB,Average Typical Weekday,2303,291,25874
60038,Lafayette Transit System,MB,Average Typical Saturday,1891,254,12580
60038,Lafayette Transit System,MB,Average Typical Sunday,,,
60038,Lafayette Transit System,MB,Annual Total,686710,51560,7161119
60038,Lafayette Transit System,MB,Average Weekday - AM Peak,,,
60038,Lafayette Transit System,MB,Average Weekday - Midday,,,
60038,Lafayette Transit System,MB,Average Weekday - PM Peak,,,
60038,Lafayette Transit System,MB,Average Weekday - Other,,,
60038,Lafayette Transit System,MB,Average Typical Weekday,311,45,1369
60038,Lafayette Transit System,MB,Average Typical Saturday,246,59,1142
60038,Lafayette Transit System,MB,Average Typical Sunday,,,
60038,Lafayette Transit System,MB,Annual Total,91007,12509,404145
60040,CityLink Transit,DR,Annual Total,538136,,
60040,CityLink Transit,MB,Annual Total,416362,,
60041,Handitran Special Transit Division - City of Arlington,CB,Average Weekday - AM Peak,,,
60041,Handitran Special Transit Division - City of Arlington,CB,Average Weekday - Midday,,,
60041,Handitran Special Transit Division - City of Arlington,CB,Average Weekday - PM Peak,,,
60041,Handitran Special Transit Division - City of Arlington,CB,Average Weekday - Other,,,
60041,Handitran Special Transit Division - City of Arlington,CB,Average Typical Weekday,186,79,1141
60041,Handitran Special Transit Division - City of Arlington,CB,Average Typical Saturday,,0,
60041,Handitran Special Transit Division - City of Arlington,CB,Average Typical Sunday,,0,
60041,Handitran Special Transit Division - City of Arlington,CB,Annual Total,93036,39533,287566
60041,Handitran Special Transit Division - City of Arlington,DR,Average Weekday - AM Peak,,,
60041,Handitran Special Transit Division - City of Arlington,DR,Average Weekday - Midday,,,
60041,Handitran Special Transit Division - City of Arlington,DR,Average Weekday - PM Peak,,,
60041,Handitran Special Transit Division - City of Arlington,DR,Average Weekday - Other,,,
60041,Handitran Special Transit Division - City of Arlington,DR,Average Typical Weekday,1420,130,1961
60041,Handitran Special Transit Division - City of Arlington,DR,Average Typical Saturday,535,44,489
60041,Handitran Special Transit Division - City of Arlington,DR,Average Typical Sunday,,0,0
60041,Handitran Special Transit Division - City of Arlington,DR,Annual Total,380391,34506,508879
60041,Handitran Special Transit Division - City of Arlington,DT,Average Weekday - AM Peak,,,
60041,Handitran Special Transit Division - City of Arlington,DT,Average Weekday - Midday,,,
60041,Handitran Special Transit Division - City of Arlington,DT,Average Weekday - PM Peak,,,
60041,Handitran Special Transit Division - City of Arlington,DT,Average Weekday - Other,,,
60041,Handitran Special Transit Division - City of Arlington,DT,Average Typical Weekday,,,
60041,Handitran Special Transit Division - City of Arlington,DT,Average Typical Saturday,,,
60041,Handitran Special Transit Division - City of Arlington,DT,Average Typical Sunday,,,
60041,Handitran Special Transit Division - City of Arlington,DT,Annual Total,454767,,636386
60048,Capital Metropolitan Transportation Authority,CB,Average Weekday - AM Peak,,,
60048,Capital Metropolitan Transportation Authority,CB,Average Weekday - Midday,,,
60048,Capital Metropolitan Transportation Authority,CB,Average Weekday - PM Peak,,,
60048,Capital Metropolitan Transportation Authority,CB,Average Weekday - Other,,,
60048,Capital Metropolitan Transportation Authority,CB,Average Typical Weekday,2943,1508,36477
60048,Capital Metropolitan Transportation Authority,CB,Average Typical Saturday,,0,0
60048,Capital Metropolitan Transportation Authority,CB,Average Typical Sunday,,0,0
60048,Capital Metropolitan Transportation Authority,CB,Annual Total,747633,382964,9596464
60048,Capital Metropolitan Transportation Authority,DR,Average Weekday - AM Peak,,,
60048,Capital Metropolitan Transportation Authority,DR,Average Weekday - Midday,,,
60048,Capital Metropolitan Transportation Authority,DR,Average Weekday - PM Peak,,,
60048,Capital Metropolitan Transportation Authority,DR,Average Weekday - Other,,,
60048,Capital Metropolitan Transportation Authority,DR,Average Typical Weekday,16278,3290,16950
60048,Capital Metropolitan Transportation Authority,DR,Average Typical Saturday,7710,1440,6683
60048,Capital Metropolitan Transportation Authority,DR,Average Typical Sunday,6589,1302,5601
60048,Capital Metropolitan Transportation Authority,DR,Annual Total,4942463,990654,5006753
60048,Capital Metropolitan Transportation Authority,DT,Average Weekday - AM Peak,,,
60048,Capital Metropolitan Transportation Authority,DT,Average Weekday - Midday,,,
60048,Capital Metropolitan Transportation Authority,DT,Average Weekday - PM Peak,,,
60048,Capital Metropolitan Transportation Authority,DT,Average Weekday - Other,,,
60048,Capital Metropolitan Transportation Authority,DT,Average Typical Weekday,,,
60048,Capital Metropolitan Transportation Authority,DT,Average Typical Saturday,,,
60048,Capital Metropolitan Transportation Authority,DT,Average Typical Sunday,,,
60048,Capital Metropolitan Transportation Authority,DT,Annual Total,149625,,179147
60048,Capital Metropolitan Transportation Authority,MB,Average Weekday - AM Peak,,,
60048,Capital Metropolitan Transportation Authority,MB,Average Weekday - Midday,,,
60048,Capital Metropolitan Transportation Authority,MB,Average Weekday - PM Peak,,,
60048,Capital Metropolitan Transportation Authority,MB,Average Weekday - Other,,,
60048,Capital Metropolitan Transportation Authority,MB,Average Typical Weekday,44304,5404,462173
60048,Capital Metropolitan Transportation Authority,MB,Average Typical Saturday,28323,2498,275406
60048,Capital Metropolitan Transportation Authority,MB,Average Typical Sunday,21210,1878,216487
60048,Capital Metropolitan Transportation Authority,MB,Annual Total,14001707,1615187,144788219
60048,Capital Metropolitan Transportation Authority,VP,Average Weekday - AM Peak,,,
60048,Capital Metropolitan Transportation Authority,VP,Average Weekday - Midday,,,
60048,Capital Metropolitan Transportation Authority,VP,Average Weekday - PM Peak,,,
60048,Capital Metropolitan Transportation Authority,VP,Average Weekday - Other,,,
60048,Capital Metropolitan Transportation Authority,VP,Average Typical Weekday,6331,0,24936
60048,Capital Metropolitan Transportation Authority,VP,Average Typical Saturday,1773,0,5937
60048,Capital Metropolitan Transportation Authority,VP,Average Typical Sunday,1773,0,5937
60048,Capital Metropolitan Transportation Authority,VP,Annual Total,2241335,0,10508902
60048,Capital Metropolitan Transportation Authority,YR,Average Weekday - AM Peak,,,
60048,Capital Metropolitan Transportation Authority,YR,Average Weekday - Midday,,,
60048,Capital Metropolitan Transportation Authority,YR,Average Weekday - PM Peak,,,
60048,Capital Metropolitan Transportation Authority,YR,Average Weekday - Other,,,
60048,Capital Metropolitan Transportation Authority,YR,Average Typical Weekday,997,170,47708
60048,Capital Metropolitan Transportation Authority,YR,Average Typical Saturday,642,80,24705
60048,Capital Metropolitan Transportation Authority,YR,Average Typical Sunday,884,85,44396
60048,Capital Metropolitan Transportation Authority,YR,Annual Total,287997,47523,13491230
60049,Las Cruces Area Transit,DR,Annual Total,220361,,
60049,Las Cruces Area Transit,MB,Annual Total,503084,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Weekday - AM Peak,,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Weekday - Midday,,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Weekday - PM Peak,,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Weekday - Other,,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Typical Weekday,192,13,399
60051,Corpus Christi Regional Transportation Authority,DR,Average Typical Saturday,104,32,167
60051,Corpus Christi Regional Transportation Authority,DR,Average Typical Sunday,,0,0
60051,Corpus Christi Regional Transportation Authority,DR,Annual Total,54138,5266,110158
60051,Corpus Christi Regional Transportation Authority,DR,Average Weekday - AM Peak,,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Weekday - Midday,,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Weekday - PM Peak,,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Weekday - Other,,,
60051,Corpus Christi Regional Transportation Authority,DR,Average Typical Weekday,4427,753,6021
60051,Corpus Christi Regional Transportation Authority,DR,Average Typical Saturday,1737,258,1448
60051,Corpus Christi Regional Transportation Authority,DR,Average Typical Sunday,953,162,784
60051,Corpus Christi Regional Transportation Authority,DR,Annual Total,1295589,205414,1687803
60051,Corpus Christi Regional Transportation Authority,FB,Average Weekday - AM Peak,,,
60051,Corpus Christi Regional Transportation Authority,FB,Average Weekday - Midday,,,
60051,Corpus Christi Regional Transportation Authority,FB,Average Weekday - PM Peak,,,
60051,Corpus Christi Regional Transportation Authority,FB,Average Weekday - Other,,,
60051,Corpus Christi Regional Transportation Authority,FB,Average Typical Weekday,16,0,560
60051,Corpus Christi Regional Transportation Authority,FB,Average Typical Saturday,16,0,1226
60051,Corpus Christi Regional Transportation Authority,FB,Average Typical Sunday,16,0,1443
60051,Corpus Christi Regional Transportation Authority,FB,Annual Total,1886,0,92244
60051,Corpus Christi Regional Transportation Authority,MB,Average Weekday - AM Peak,,,
60051,Corpus Christi Regional Transportation Authority,MB,Average Weekday - Midday,,,
60051,Corpus Christi Regional Transportation Authority,MB,Average Weekday - PM Peak,,,
60051,Corpus Christi Regional Transportation Authority,MB,Average Weekday - Other,,,
60051,Corpus Christi Regional Transportation Authority,MB,Average Typical Weekday,9874,1158,62494
60051,Corpus Christi Regional Transportation Authority,MB,Average Typical Saturday,7182,670,41010
60051,Corpus Christi Regional Transportation Authority,MB,Average Typical Sunday,2747,317,18560
60051,Corpus Christi Regional Transportation Authority,MB,Annual Total,3071894,350001,19265084
60051,Corpus Christi Regional Transportation Authority,MB,Average Weekday - AM Peak,,,
60051,Corpus Christi Regional Transportation Authority,MB,Average Weekday - Midday,,,
60051,Corpus Christi Regional Transportation Authority,MB,Average Weekday - PM Peak,,,
60051,Corpus Christi Regional Transportation Authority,MB,Average Weekday - Other,,,
60051,Corpus Christi Regional Transportation Authority,MB,Average Typical Weekday,1157,212,2358
60051,Corpus Christi Regional Transportation Authority,MB,Average Typical Saturday,851,113,1510
60051,Corpus Christi Regional Transportation Authority,MB,Average Typical Sunday,150,8,171
60051,Corpus Christi Regional Transportation Authority,MB,Annual Total,342551,60892,685571
60051,Corpus Christi Regional Transportation Authority,VP,Average Weekday - AM Peak,,,
60051,Corpus Christi Regional Transportation Authority,VP,Average Weekday - Midday,,,
60051,Corpus Christi Regional Transportation Authority,VP,Average Weekday - PM Peak,,,
60051,Corpus Christi Regional Transportation Authority,VP,Average Weekday - Other,,,
60051,Corpus Christi Regional Transportation Authority,VP,Average Typical Weekday,508,0,903
60051,Corpus Christi Regional Transportation Authority,VP,Average Typical Saturday,479,0,818
60051,Corpus Christi Regional Transportation Authority,VP,Average Typical Sunday,455,0,818
60051,Corpus Christi Regional Transportation Authority,VP,Annual Total,181220,0,320802
60056,Dallas Area Rapid Transit,CR,Average Weekday - AM Peak,,,
60056,Dallas Area Rapid Transit,CR,Average Weekday - Midday,,,
60056,Dallas Area Rapid Transit,CR,Average Weekday - PM Peak,,,
60056,Dallas Area Rapid Transit,CR,Average Weekday - Other,,,
60056,Dallas Area Rapid Transit,CR,Average Typical Weekday,4023,866,149318
60056,Dallas Area Rapid Transit,CR,Average Typical Saturday,1805,343,70092
60056,Dallas Area Rapid Transit,CR,Average Typical Sunday,,,
60056,Dallas Area Rapid Transit,CR,Annual Total,1153406,212887,41614453
60056,Dallas Area Rapid Transit,DR,Average Weekday - AM Peak,,,
60056,Dallas Area Rapid Transit,DR,Average Weekday - Midday,,,
60056,Dallas Area Rapid Transit,DR,Average Weekday - PM Peak,,,
60056,Dallas Area Rapid Transit,DR,Average Weekday - Other,,,
60056,Dallas Area Rapid Transit,DR,Average Typical Weekday,8482,5647,18475
60056,Dallas Area Rapid Transit,DR,Average Typical Saturday,1592,771,1956
60056,Dallas Area Rapid Transit,DR,Average Typical Sunday,1647,888,2358
60056,Dallas Area Rapid Transit,DR,Annual Total,2373541,1556769,4963148
60056,Dallas Area Rapid Transit,DT,Average Weekday - AM Peak,,,
60056,Dallas Area Rapid Transit,DT,Average Weekday - Midday,,,
60056,Dallas Area Rapid Transit,DT,Average Weekday - PM Peak,,,
60056,Dallas Area Rapid Transit,DT,Average Weekday - Other,,,
60056,Dallas Area Rapid Transit,DT,Average Typical Weekday,,,
60056,Dallas Area Rapid Transit,DT,Average Typical Saturday,,,
60056,Dallas Area Rapid Transit,DT,Average Typical Sunday,,,
60056,Dallas Area Rapid Transit,DT,Annual Total,4975169,,6205397
60056,Dallas Area Rapid Transit,LR,Average Weekday - AM Peak,,,
60056,Dallas Area Rapid Transit,LR,Average Weekday - Midday,,,
60056,Dallas Area Rapid Transit,LR,Average Weekday - PM Peak,,,
60056,Dallas Area Rapid Transit,LR,Average Weekday - Other,,,
60056,Dallas Area Rapid Transit,LR,Average Typical Weekday,31046,251,817989
60056,Dallas Area Rapid Transit,LR,Average Typical Saturday,17000,118,419280
60056,Dallas Area Rapid Transit,LR,Average Typical Sunday,16775,119,288759
60056,Dallas Area Rapid Transit,LR,Annual Total,9721956,76433,245940019
60056,Dallas Area Rapid Transit,MB,Average Weekday - AM Peak,,,
60056,Dallas Area Rapid Transit,MB,Average Weekday - Midday,,,
60056,Dallas Area Rapid Transit,MB,Average Weekday - PM Peak,,,
60056,Dallas Area Rapid Transit,MB,Average Weekday - Other,,,
60056,Dallas Area Rapid Transit,MB,Average Typical Weekday,89079,15085,478541
60056,Dallas Area Rapid Transit,MB,Average Typical Saturday,48932,3852,271605
60056,Dallas Area Rapid Transit,MB,Average Typical Sunday,38007,2881,143015
60056,Dallas Area Rapid Transit,MB,Annual Total,27343486,4180480,143825532
60056,Dallas Area Rapid Transit,SR,Average Weekday - AM Peak,,,
60056,Dallas Area Rapid Transit,SR,Average Weekday - Midday,,,
60056,Dallas Area Rapid Transit,SR,Average Weekday - PM Peak,,,
60056,Dallas Area Rapid Transit,SR,Average Weekday - Other,,,
60056,Dallas Area Rapid Transit,SR,Average Typical Weekday,112,2,236
60056,Dallas Area Rapid Transit,SR,Average Typical Saturday,,,
60056,Dallas Area Rapid Transit,SR,Average Typical Sunday,,,
60056,Dallas Area Rapid Transit,SR,Annual Total,12882,230,27125
60056,Dallas Area Rapid Transit,VP,Average Weekday - AM Peak,,,
60056,Dallas Area Rapid Transit,VP,Average Weekday - Midday,,,
60056,Dallas Area Rapid Transit,VP,Average Weekday - PM Peak,,,
60056,Dallas Area Rapid Transit,VP,Average Weekday - Other,,,
60056,Dallas Area Rapid Transit,VP,Average Typical Weekday,10695,0,85387
60056,Dallas Area Rapid Transit,VP,Average Typical Saturday,,,
60056,Dallas Area Rapid Transit,VP,Average Typical Sunday,,,
60056,Dallas Area Rapid Transit,VP,Annual Total,2695134,0,21517617
