"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"2757023","01000",28,0,1,"02",24600
"2757086","01101",24,0,3,"02",67600
"2757356","00800",0,2,1,"  ",0
"2757688","00300",9,0,6,"02",20000
"2757736","01305",21,0,4,"02",46100
"2757917","01102",25,0,1,"01",213000
"2757998","00702",21,0,4,"02",34270
"2758036","00500",3,0,3,"02",78800
"2758205","00500",9,0,2,"02",34000
"2758399","01302",13,0,0,"02",0
"2758475","01310",15,0,4,"02",79500
"2758537","00300",12,0,3,"02",39300
"2758853","00800",6,0,1,"01",38200
"2759120","01102",9,0,6,"01",32600
"2759253","01301",27,0,2,"02",3000
"2759393","00100",12,0,1,"02",9020
"2759721","00800",21,0,2,"01",13700
"2759845","01000",34,0,3,"07",59300
"2760227","00900",25,0,1,"02",35000
"2760426","01304",0,1,1,"  ",0
"2760445","01101",21,0,4,"06",13700
"2760574","01303",19,0,2,"02",28400
"2760826","01102",24,0,2,"02",53930
"2760981","01307",15,0,3,"02",40000
"2761016","00702",30,0,3,"07",10000
"2761094","01304",31,0,2,"02",42200
"2761539","00500",9,0,5,"02",50000
"2761548","01102",22,0,4,"01",46300
"2761571","01306",24,0,2,"03",34200
"2761633","00100",6,0,2,"01",24600
"2761670","00400",28,0,3,"02",24100
"2761771","01102",6,0,1,"02",6200
"2762202","01306",18,0,4,"02",21600
"2762221","00600",24,0,2,"02",89800
"2762235","00600",22,0,2,"05",40780
"2762272","01304",6,0,2,"02",129700
"2762332","00300",6,0,2,"01",19420
"2762482","01312",28,0,1,"02",20000
"2762541","00600",27,0,4,"01",60600
"2762556","01307",43,0,1,"02",12000
"2762564","00500",20,0,0,"02",0
"2762633","00200",19,0,2,"02",45000
"2762862","01301",0,2,1,"  ",0
"2762995","01305",0,1,1,"  ",0
"2763253","00702",25,0,4,"02",76100
"2763299","00800",36,0,0,"02",0
"2763336","01302",22,0,2,"02",32300
"2763406","01307",40,0,1,"02",17200
"2763882","01312",21,0,1,"04",28400
"2764135","01311",27,0,3,"03",52030
"2764157","01305",16,0,3,"02",77730
"2764251","00702",27,0,4,"02",21900
"2764357","00500",10,0,0,"02",0
"2764369","00500",6,0,1,"02",36400
"2764462","01101",27,0,2,"02",12900
"2764652","00800",4,0,1,"01",5600
"2764655","00500",18,0,2,"02",167800
"2764735","00800",6,0,1,"01",22000
"2764746","01302",19,0,3,"03",80400
"2764800","00702",24,0,2,"05",36000
"2764869","00702",18,0,1,"05",16400
"2764935","00500",6,0,1,"02",38400
"2764991","01312",22,0,2,"02",44000
"2765029","01200",0,1,1,"  ",0
"2765058","01303",19,0,2,"02",87000
"2765385","01200",24,0,3,"02",88400
"2765441","01310",30,0,0,"06",0
"2765484","01102",19,0,4,"02",26000
"2765493","00800",24,0,5,"02",54800
"2765496","00400",27,0,3,"02",68770
"2765760","00702",27,0,2,"02",58720
"2765777","01308",27,0,5,"02",170000
"2765875","00800",28,0,1,"02",12204
"2766153","00500",20,0,0,"02",0
"2766157","00900",21,0,2,"02",91200
"2766229","01303",22,0,1,"02",63200
"2766378","00900",24,0,4,"02",76400
"2766733","01309",27,0,2,"02",54000
"2766754","00500",34,0,4,"02",67000
"2766865","00600",19,0,2,"09",5800
"2766916","00500",10,0,0,"02",0
"2767363","01313",25,0,2,"05",146000
"2767420","01311",30,0,4,"02",45000
"2767456","00500",24,0,2,"01",78800
"2767568","00500",24,0,1,"07",1700
"2767664","00200",6,0,0,"10",0
"2767752","00200",6,0,8,"01",44400
"2767793","01200",27,0,2,"01",40300
"2767835","00200",6,0,5,"01",118580
"2767845","01312",28,0,2,"02",55800
"2768026","01000",21,0,2,"02",13850
"2768090","01301",21,0,2,"02",53880
"2768172","01310",30,0,2,"03",95400
"2768440","00702",24,0,1,"03",10000
"2768574","01309",22,0,2,"02",110100
"2768652","00200",9,0,3,"02",54600
"2768800","01313",21,0,5,"08",38460
"2768962","00400",27,0,2,"02",700
"2768995","01310",27,0,1,"02",46700
"2769161","01307",30,0,5,"01",6700
"2769177","00600",21,0,4,"02",61400
"2769194","01301",18,0,1,"02",28820
"2769281","01305",27,0,6,"02",66340
"2769404","00400",24,0,2,"02",74200
"2769422","01200",21,0,3,"06",21700
"2769617","01101",13,0,2,"02",22300
"2769740","00600",6,0,4,"02",65800
"2769786","00800",13,0,0,"03",0
"2769830","00200",6,0,2,"02",108000
"2770196","00900",25,0,1,"01",17400
"2770272","00500",7,0,0,"02",0
"2770545","01200",0,1,1,"  ",0
"2770953","00800",21,0,2,"02",39100
"2770999","01102",21,0,3,"02",55150
"2771109","00500",6,0,2,"02",51200
"2771115","00300",21,0,1,"02",24100
"2771171","01305",15,0,3,"05",27000
"2771248","00702",28,0,3,"09",29200
"2771250","01302",39,0,1,"09",14100
"2771255","00200",6,0,1,"10",12750
"2771279","01304",22,0,2,"02",78200
"2771426","00702",25,0,4,"01",59500
"2771453","00600",6,0,3,"02",40000
"2771569","01303",22,0,2,"02",68000
"2771586","01102",15,0,4,"02",160000
"2771835","01310",27,0,1,"06",35300
"2771869","00702",27,0,1,"06",21000
"2771949","01102",9,0,2,"02",147900
"2772270","01101",24,0,2,"01",19100
"2772394","01311",16,0,2,"06",28900
"2772744","01200",24,0,1,"07",12630
"2772937","01312",19,0,2,"09",44400
"2773310","01311",21,0,1,"02",74210
"2773461","00300",18,0,2,"02",88000
"2773774","01308",27,0,1,"08",34000
"2774054","00400",21,0,2,"02",24900
"2774202","00800",24,0,2,"02",6220
"2774492","01305",21,0,2,"02",304000
"2774691","01101",24,0,2,"02",45000
"2774917","01306",15,0,2,"02",121300
"2774929","00100",30,0,0,"02",0
"2774959","01306",28,0,2,"01",23900
"2774968","00600",24,0,3,"06",2900
"2775154","01308",25,0,1,"02",20400
"2775238","01000",18,0,2,"02",22100
"2775375","00300",24,0,2,"01",13500
"2775389","00600",25,0,2,"02",59080
"2775595","00400",25,0,5,"02",45700
"2775776","00200",6,0,1,"02",0
"2775812","00200",9,0,2,"02",68000
"2776107","01301",27,0,4,"08",18800
"2776404","00702",31,0,4,"02",72120
"2776768","00500",21,0,3,"01",76300
"2776928","01304",21,0,1,"02",37200
"2777042","00500",6,0,0,"08",0
"2777081","01306",25,0,1,"01",13900
"2777148","01310",21,0,2,"02",60000
"2777246","01310",27,0,2,"07",45000
"2777427","01000",28,0,4,"02",33000
"2777487","01306",27,0,1,"05",149000
"2777511","01302",4,0,0,"07",0
"2777674","00900",21,0,4,"02",25600
"2777744","01306",28,0,1,"09",9500
"2778193","00300",0,2,1,"  ",0
"2778445","00900",24,0,2,"01",11100
"2778447","01311",21,0,3,"02",98000
"2778821","00500",9,0,1,"01",10000
"2778986","00600",22,0,1,"08",3040
"2779272","01312",24,0,1,"02",33550
"2779460","01311",28,0,4,"02",104400
"2779469","00300",22,0,2,"02",42800
"2779666","00300",10,0,4,"02",51700
"2779688","00900",24,0,3,"02",27190
"2780163","01101",0,1,1,"  ",0
"2780366","01301",19,0,2,"02",26510
"2780571","01000",9,0,4,"02",39000
"2780724","00702",34,0,3,"04",19100
"2780834","00200",10,0,2,"02",19900
"2780856","00200",6,0,2,"01",44000
"2780950","01304",22,0,2,"09",12000
"2781057","01311",24,0,2,"02",49700
"2781169","00600",24,0,2,"03",81000
"2781186","01305",21,0,1,"02",7000
"2781236","00702",19,0,2,"03",87700
"2781379","01312",27,0,0,"04",0
"2781472","00900",6,0,4,"02",20000
"2781526","01102",18,0,2,"02",81100
"2781640","01308",27,0,2,"02",77970
"2781756","00702",31,0,4,"02",36920
"2781776","01307",16,0,1,"05",35000
"2782053","01200",30,0,5,"02",78300
"2782218","00500",21,0,2,"02",30800
"2782351","01200",0,2,1,"  ",0
"2782455","01309",28,0,4,"02",100900
"2782465","00702",21,0,6,"02",50000
"2782608","01200",25,0,4,"02",74000
"2782661","01312",24,0,4,"02",52300
"2782839","00702",19,0,5,"04",27000
"2782891","00900",7,0,0,"05",0
"2783142","00500",6,0,1,"01",12000
"2783154","00702",24,0,2,"01",12300
"2783526","01200",27,0,1,"04",44000
"2783566","00300",22,0,1,"02",15000
"2783804","00300",0,1,1,"  ",0
"2783915","01102",27,0,1,"07",33200
"2784035","00400",18,0,2,"02",23400
"2784083","01200",6,0,2,"01",0
"2784104","01312",25,0,1,"09",40000
"2784233","00200",6,0,6,"02",54500
"2784252","01304",21,0,1,"08",36030
"2784331","00600",28,0,1,"02",58000
"2784355","00900",15,0,3,"03",19980
"2784496","01200",25,0,4,"01",11300
"2784995","00800",21,0,4,"01",17200
"2785186","01306",30,0,4,"02",37610
"2785209","01102",6,0,1,"02",11100
"2785264","01301",18,0,1,"02",25200
"2785454","01000",9,0,2,"02",6300
"2785576","00300",6,0,2,"02",148600
"2785672","01308",27,0,1,"02",30700
"2785737","01200",33,0,1,"02",8300
"2785800","00500",0,2,1,"  ",0
"2786013","00500",15,0,7,"02",18800
"2786119","01309",12,0,2,"02",71700
"2786247","00800",21,0,2,"02",20000
"2786619","00300",15,0,4,"02",29000
"2786699","00200",6,0,4,"02",36020
"2786811","00200",0,2,1,"  ",0
"2786959","01101",21,0,1,"02",17600
"2787027","00200",6,0,3,"02",81000
"2787195","00701",30,0,3,"02",17500
"2787370","00800",18,0,2,"02",27190
"2787602","01101",21,0,2,"02",80000
"2787678","01101",0,2,1,"  ",0
"2787732","01101",25,0,2,"02",7260
"2787759","00500",7,0,1,"02",9300
"2787934","00400",15,0,2,"02",51480
"2787946","00100",22,0,2,"10",22080
"2788141","01000",27,0,2,"04",18500
"2788320","01308",30,0,0,"02",0
"2788405","01303",27,0,1,"09",3500
"2788573","01311",25,0,1,"05",16000
"2788724","01309",25,0,2,"08",58000
"2788991","01311",30,0,2,"02",154500
"2788995","01310",18,0,4,"05",33100
"2789278","01304",30,0,1,"09",27090
"2789290","01309",28,0,2,"02",88500
"2789386","01303",21,0,2,"02",10000
"2789420","00500",21,0,2,"02",17100
"2789583","01101",18,0,1,"02",18100
"2789742","01301",18,0,2,"07",23000
"2789769","01307",18,0,2,"01",41000
"2789771","00702",34,0,2,"02",40000
"2790117","00900",25,0,2,"02",79000
"2790349","00900",24,0,2,"04",172100
"2790915","00800",27,0,3,"02",30000
"2790947","00100",6,0,4,"02",1900
"2791458","01303",0,2,1,"  ",0
"2791726","01313",18,0,4,"02",196400
"2792033","01310",21,0,2,"05",60000
"2792126","01302",19,0,3,"02",340000
"2792259","01301",15,0,2,"02",247800
"2792276","00300",10,0,0,"02",0
"2792279","00500",21,0,2,"01",14500
"2792341","00702",28,0,5,"01",60000
"2792354","00100",19,0,5,"02",86000
"2792481","00600",28,0,1,"06",9100
"2792605","00800",31,0,3,"02",36000
"2792764","01304",25,0,1,"02",51760
"2792893","00300",16,0,0,"04",0
"2793112","01101",30,0,2,"01",17200
"2793176","01308",33,0,3,"07",22100
"2793299","01312",42,0,4,"02",157350
"2793307","01000",18,0,1,"10",12600
"2793324","01102",9,0,2,"02",3100
"2793363","00500",6,0,0,"02",0
"2793391","01311",27,0,3,"02",85000
"2793497","01313",25,0,1,"02",23000
"2793734","00300",23,0,0,"06",0
"2794028","00702",15,0,1,"02",14730
"2794040","01102",15,0,1,"02",9500
"2794045","01000",46,0,5,"02",0
"2794115","00800",6,0,2,"02",12100
"2794189","00500",19,0,7,"02",64120
"2794703","00702",21,0,2,"03",4000
"2794796","00701",21,0,2,"02",52000
"2794799","00600",9,0,2,"02",25100
"2794805","01310",31,0,2,"02",88400
"2794877","00702",18,0,3,"04",7100
"2794900","00300",9,0,6,"02",31900
"2795094","00800",30,0,3,"02",8900
"2795131","01304",22,0,1,"08",50020
"2795168","01301",27,0,0,"08",0
"2795191","01313",28,0,1,"02",28400
"2795398","00500",9,0,1,"05",18000
"2795405","01101",36,0,2,"08",12800
"2795649","01303",18,0,3,"02",56000
"2795674","00100",6,0,2,"02",69200
"2795712","01312",30,0,2,"06",31920
"2796358","00500",7,0,0,"06",0
"2796390","00500",6,0,0,"02",0
"2796432","00400",0,1,1,"  ",0
"2796477","01303",24,0,4,"02",36500
"2796530","00500",6,0,1,"02",39000
"2796740","00702",18,0,1,"02",30000
"2796865","00900",24,0,5,"02",50100
"2797033","00800",9,0,1,"01",31800
"2797041","00900",30,0,2,"03",-3000
"2797170","01102",6,0,2,"02",23700
"2797171","00701",6,0,4,"02",87350
"2797177","00701",24,0,0,"01",0
"2797251","00200",6,0,3,"01",50000
"2797884","00500",6,0,2,"02",35750
"2797911","01303",21,0,1,"02",16700
"2797970","00800",25,0,2,"02",49200
"2798193","00300",21,0,2,"02",47700
"2798289","00600",21,0,1,"02",11500
"2798317","01000",6,0,2,"02",30000
"2798392","01305",9,0,3,"07",20290
"2798397","01101",25,0,3,"02",68000
"2798452","00500",18,0,2,"02",24400
"2798457","01310",16,0,3,"02",90700
"2798490","00200",6,0,4,"01",45000
"2798501","01308",27,0,1,"02",24900
"2798717","00702",30,0,2,"02",57500
"2798725","00200",18,0,2,"02",48000
"2798796","01307",22,0,2,"02",69010
"2799173","01000",21,0,2,"02",21500
"2799286","00500",18,0,2,"02",82500
"2799401","00200",7,0,1,"02",15200
"2799405","00600",27,0,1,"05",32000
"2799476","01306",21,0,1,"05",26100
"2799594","00500",6,0,4,"07",5000
"2799877","01303",25,0,1,"08",20000
"2799895","01307",6,0,3,"02",175700
"2799904","01304",15,0,2,"06",48000
"2800058","01304",21,0,4,"02",310000
"2800544","00900",7,0,2,"02",90140
"2800712","01313",21,0,1,"09",7400
"2800851","00701",7,0,3,"02",50050
"2801174","01304",22,0,2,"05",44000
"2801204","00702",27,0,3,"02",52650
"2801236","01101",0,1,1,"  ",0
"2801391","01102",27,0,3,"02",105900
"2801419","01310",24,0,1,"02",65000
"2801586","00300",6,0,2,"01",13600
"2801889","01303",18,0,1,"02",9400
"2801917","00300",6,0,1,"02",12500
"2801996","00702",18,0,2,"02",41700
"2802409","01000",12,0,2,"02",28600
"2802468","01301",15,0,1,"02",10400
"2802486","01302",0,2,1,"  ",0
"2802508","00200",7,0,0,"01",0
"2802561","01303",24,0,1,"06",22000
"2802617","00300",9,0,1,"02",9700
"2802776","01101",25,0,1,"09",16600
"2802891","01305",15,0,2,"02",85000
"2803040","00702",18,0,2,"02",399000
"2803162","01303",0,2,1,"  ",0
"2803184","01306",31,0,2,"06",10000
"2803188","01312",33,0,1,"03",59000
"2803205","00702",21,0,2,"02",68250
"2803377","01303",18,0,2,"02",29500
"2803446","01000",25,0,2,"02",29700
"2803497","00900",22,0,1,"01",19000
"2803599","01000",7,0,0,"02",0
"2803992","00702",0,2,1,"  ",0
"2804082","01302",25,0,1,"09",0
"2804290","01313",27,0,1,"07",14100
"2804389","00900",12,0,2,"02",46800
"2804443","01306",24,0,1,"09",137400
"2804538","00200",18,0,5,"07",14400
"2804684","01306",30,0,3,"02",116130
"2805175","00600",28,0,1,"01",12700
"2805417","01301",25,0,1,"09",6000
"2805423","01305",21,0,1,"07",6000
"2805505","01310",27,0,0,"08",0
"2805586","01000",6,0,1,"01",8400
"2805755","01306",21,0,3,"02",43400
"2806003","01303",18,0,2,"02",19700
"2806013","00701",24,0,2,"01",23300
"2806050","01306",33,0,4,"07",30900
"2806100","00500",6,0,2,"02",31480
"2806614","00200",27,0,1,"02",17400
"2806764","01305",30,0,3,"02",26000
"2806812","01307",12,0,4,"01",77870
"2806883","01101",28,0,4,"02",62230
"2806914","01306",27,0,4,"02",52000
"2807278","00500",6,0,3,"04",13000
"2807445","01308",31,0,1,"05",19000
"2807510","01307",49,0,6,"02",44000
"2807642","00200",18,0,1,"02",34304
"2807703","01303",21,0,1,"08",18000
"2807912","01309",18,0,1,"02",33000
"2808310","00701",21,0,3,"02",41200
"2808357","01311",9,0,1,"02",58600
"2808481","01310",27,0,2,"02",74200
"2808498","00300",18,0,3,"02",41000
"2808537","01303",28,0,4,"02",54000
"2808763","01101",18,0,3,"02",50000
"2808811","00300",9,0,3,"02",13400
"2808816","01304",18,0,1,"09",87150
"2808907","00701",15,0,2,"02",34900
"2809183","00800",18,0,1,"02",12640
"2809355","01200",22,0,1,"03",34500
"2809670","00900",9,0,2,"02",14300
"2810309","00600",34,0,3,"02",88930
"2810320","01200",12,0,2,"01",26700
"2810526","01101",22,0,1,"08",7000
"2810610","01310",22,0,1,"02",57000
"2810810","01308",25,0,1,"02",40000
"2810875","01308",28,0,2,"02",210800
"2810922","00100",24,0,2,"02",37800
"2811119","01000",33,0,5,"02",23700
"2811375","01306",25,0,2,"02",42000
"2811488","01308",27,0,2,"02",43800
"2811730","00702",21,0,2,"02",28600
"2811795","00500",12,0,5,"02",61100
"2811796","00702",27,0,2,"02",40900
"2811829","01000",31,0,2,"02",9500
"2811903","00300",19,0,2,"02",15200
"2812038","01310",22,0,1,"02",39000
"2812117","01303",18,0,2,"02",87500
"2812138","00200",6,0,2,"02",59470
"2812192","01309",22,0,5,"02",63000
"2812198","00600",6,0,5,"02",50000
"2812472","01200",30,0,4,"02",92600
"2812582","01302",24,0,3,"02",81800
"2812597","00500",21,0,1,"02",32000
"2812678","01200",24,0,4,"02",61500
"2812849","00600",6,0,4,"03",26290
"2813084","00300",6,0,1,"02",6100
"2813208","01311",19,0,5,"02",52000
"2813240","00600",27,0,3,"02",75010
"2813263","01304",21,0,1,"02",85000
"2813482","01307",30,0,4,"02",101600
"2813696","00800",9,0,4,"02",47400
"2813829","01303",16,0,2,"02",11500
"2813917","00400",27,0,2,"02",24000
"2814384","01302",16,0,0,"06",0
"2814485","00100",9,0,4,"01",41000
"2814665","01301",18,0,1,"02",30000
"2814707","00900",28,0,2,"02",80800
"2814943","00500",6,0,2,"01",74800
"2815050","01307",12,0,1,"02",11500
"2815078","00500",6,0,1,"01",9660
"2815135","01102",22,0,1,"02",16740
"2815498","01000",18,0,6,"02",58200
"2815542","01306",16,0,5,"02",121400
"2815565","00200",6,0,2,"06",79200
"2815630","01302",0,1,1,"  ",0
"2815716","01313",19,0,6,"02",114000
"2815843","01313",10,0,5,"05",21000
"2815906","01311",28,0,2,"07",55000
"2815942","00300",7,0,0,"01",0
"2816037","01308",24,0,1,"02",19270
"2816161","00702",28,0,1,"02",40000
"2816216","01306",21,0,4,"02",92900
"2816220","00600",3,0,2,"02",4000
"2816288","00300",6,0,2,"02",11000
"2816637","00800",45,0,3,"04",33000
"2816850","01309",21,0,3,"06",17700
"2816994","00600",21,0,3,"02",49500
"2817275","01302",9,0,5,"02",70500
"2817281","01102",14,0,0,"02",0
"2817383","00702",27,0,1,"04",33200
"2817513","00100",15,0,2,"02",32000
"2817678","01102",9,0,5,"02",82450
"2818057","01200",0,2,1,"  ",0
"2818437","01304",18,0,2,"02",168330
"2818525","00702",18,0,3,"03",63370
"2818580","00300",21,0,2,"02",202000
"2818679","00100",22,0,2,"02",39500
"2818822","01305",19,0,3,"02",53000
"2818987","00200",27,0,2,"02",29560
"2818995","01303",19,0,2,"02",80000
"2819004","00800",0,2,1,"  ",0
"2819123","00300",9,0,4,"02",42000
"2819128","00701",9,0,2,"02",129200
"2819232","01308",21,0,3,"04",55460
"2819341","01306",21,0,3,"02",43200
"2819480","00701",31,0,7,"03",62700
"2819809","00900",20,0,0,"06",0
"2820030","01304",16,0,3,"05",52400
"2820082","01000",6,0,6,"03",47400
"2820271","00400",27,0,3,"02",40600
"2820379","00400",25,0,3,"02",109200
"2820461","00702",18,0,6,"02",19800
"2820686","01102",15,0,4,"01",28000
"2820893","01306",18,0,2,"02",82300
"2820964","01309",21,0,1,"02",46000
"2821018","00600",13,0,0,"02",0
"2821241","00800",24,0,2,"02",317300
"2821311","01311",31,0,2,"02",83030
"2821532","00600",6,0,2,"02",52400
"2821547","01302",18,0,3,"07",27000
"2821568","00300",16,0,2,"02",39000
"2821615","01305",18,0,1,"02",72000
"2821655","01311",37,0,1,"06",100500
"2821842","01101",22,0,2,"09",63000
"2821957","01102",9,0,4,"06",60200
"2822114","00701",22,0,4,"02",68810
"2822192","01101",30,0,2,"02",14650
"2822206","00702",21,0,2,"02",64320
"2822386","00800",6,0,0,"02",0
"2822519","01305",24,0,3,"02",41600
"2822818","01306",0,1,1,"  ",0
"2823192","01305",18,0,3,"08",38000
"2823322","00900",9,0,2,"02",36350
"2823324","00800",21,0,2,"02",18000
"2823357","00701",24,0,2,"02",40000
"2823566","01311",33,0,5,"07",19400
"2823670","01101",18,0,4,"02",41300
"2823998","00800",9,0,2,"01",21900
"2824181","01309",30,0,1,"02",236000
"2824218","00900",21,0,2,"02",95600
"2824272","00100",9,0,1,"02",1000
"2824337","01301",19,0,2,"03",28700
"2824456","00900",43,0,0,"02",0
"2824501","00500",9,0,4,"02",27500
"2825026","01302",25,0,1,"08",11700
"2825029","01306",20,0,0,"07",0
"2825460","00702",21,0,2,"05",0
"2825805","01302",0,2,1,"  ",0
"2825820","01000",24,0,1,"09",6300
"2826222","01102",10,0,4,"02",51800
"2826266","01302",17,0,0,"05",0
"2826292","01304",21,0,1,"06",53000
"2826384","00800",34,0,2,"08",20000
"2826433","01000",9,0,1,"04",5300
"2826624","01309",28,0,4,"02",58200
"2826737","00900",0,2,1,"  ",0
"2826917","00200",10,0,0,"10",0
"2826948","01313",28,0,3,"02",107260
"2827035","00702",30,0,1,"01",40000
"2827045","00800",0,1,1,"  ",0
"2827181","00600",24,0,2,"03",55000
"2827209","01200",18,0,2,"02",22650
"2827287","01310",27,0,5,"02",63540
"2827687","01302",22,0,4,"02",42000
"2827935","01101",21,0,4,"03",21000
"2828043","01102",24,0,2,"01",11000
"2828115","01200",0,1,1,"  ",0
"2828153","01101",24,0,2,"02",42000
"2828402","00500",6,0,2,"02",41400
"2828468","01307",21,0,2,"01",11700
"2828656","00800",7,0,4,"02",59230
"2828675","01309",15,0,1,"03",33540
"2828947","00702",21,0,1,"08",27300
"2829083","00600",36,0,2,"01",53500
"2829116","00701",21,0,3,"02",76400
"2829187","01302",21,0,4,"07",20060
"2829223","01311",31,0,2,"01",12650
"2829267","00702",21,0,1,"09",6500
"2829369","00900",36,0,3,"01",55400
"2829378","00200",6,0,2,"01",25000
"2829415","01303",15,0,1,"01",17800
"2829436","01000",15,0,1,"10",69600
"2829501","00701",18,0,2,"02",75500
"2829548","00800",27,0,5,"01",63000
"2829775","01302",18,0,1,"02",120000
"2829836","01102",33,0,5,"01",28500
"2829959","00300",22,0,1,"02",13500
"2830089","01310",24,0,1,"02",26800
"2830291","01309",18,0,4,"02",118580
"2830466","01305",25,0,4,"05",49900
"2830477","01101",21,0,1,"02",5100
"2830765","00100",12,0,4,"02",34900
"2830865","01101",19,0,1,"02",79300
"2830875","00702",30,0,2,"08",49000
"2831052","00500",21,0,5,"02",18190
"2831071","00800",0,1,1,"  ",0
"2831202","00100",6,0,1,"02",48300
"2831263","00500",24,0,1,"02",40740
"2831388","01102",25,0,2,"02",64000
"2831671","01308",18,0,4,"02",63000
"2831793","00400",27,0,2,"02",43400
