"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"7662889","01304",21,0,2,"02",108400
"7663167","00900",15,0,4,"02",43700
"7663177","00300",6,0,2,"01",27500
"7663254","00800",28,0,4,"02",65700
"7663307","00800",24,0,2,"02",47500
"7663411","01200",9,0,1,"01",22800
"7663661","01310",21,0,2,"09",57000
"7663694","00900",27,0,2,"02",46000
"7664028","01303",21,0,1,"04",37600
"7664550","01313",30,0,2,"02",67000
"7664646","01307",18,0,1,"02",15000
"7664706","00500",33,0,0,"02",0
"7664813","01307",18,0,10,"02",77500
"7664840","01303",18,0,3,"02",21300
"7664899","01301",22,0,3,"02",85600
"7664900","01304",19,0,2,"02",122200
"7664957","01307",27,0,4,"02",57000
"7665040","00200",10,0,1,"01",600
"7665118","01101",19,0,2,"02",33800
"7665221","00100",6,0,0,"01",0
"7665249","00600",30,0,1,"02",6300
"7665382","01313",24,0,4,"02",26000
"7665503","01301",15,0,1,"02",18200
"7665550","01312",24,0,1,"05",15000
"7665571","01102",6,0,4,"02",34100
"7665579","00400",31,0,1,"02",5000
"7665954","01306",20,0,0,"02",0
"7666160","01306",30,0,3,"02",45800
"7666233","00500",3,0,2,"02",43500
"7666426","01309",13,0,0,"06",0
"7666484","01303",0,2,1,"  ",0
"7666492","01311",24,0,1,"05",19000
"7666744","01102",3,0,4,"02",59000
"7666834","01307",24,0,2,"02",61500
"7667005","01101",21,0,1,"02",32000
"7667103","01304",6,0,5,"02",339000
"7667225","00100",10,0,0,"01",0
"7667247","01307",15,0,5,"02",40000
"7667328","01101",0,1,1,"  ",0
"7667351","00500",0,2,1,"  ",0
"7667442","00702",24,0,2,"09",19000
"7667517","00701",6,0,1,"02",80000
"7667576","00300",20,0,0,"03",0
"7667640","01101",18,0,2,"02",89700
"7667744","01311",27,0,1,"06",27000
"7667771","01304",18,0,1,"02",24996
"7667908","01102",27,0,3,"02",63000
"7668074","01101",27,0,1,"08",10800
"7668476","01308",34,0,4,"08",55300
"7668525","01311",21,0,4,"03",43500
"7668536","00400",18,0,3,"02",46000
"7668722","01303",18,0,1,"02",11200
"7668928","01306",28,0,4,"02",58200
"7669283","00100",27,0,0,"02",0
"7669339","00800",15,0,2,"02",45500
"7669351","00500",6,0,2,"02",60000
"7669407","01304",25,0,7,"02",69600
"7669703","01310",33,0,0,"02",0
"7669710","00900",0,2,1,"  ",0
"7670182","01308",25,0,2,"04",28800
"7670309","01302",0,2,1,"  ",0
"7670484","00200",6,0,5,"06",11200
"7670680","01000",33,0,5,"08",30000
"7670705","00200",9,0,4,"02",50000
"7670766","01313",22,0,1,"08",9000
"7670940","00100",16,0,4,"01",58400
"7671063","00100",6,0,1,"02",19600
"7671341","01200",6,0,2,"02",31300
"7671405","00600",22,0,3,"02",74000
"7671550","01302",20,0,0,"05",0
"7671870","01309",24,0,2,"07",33000
"7672218","01200",18,0,4,"02",160000
"7672221","01304",6,0,1,"07",40000
"7672232","01102",9,0,5,"02",39230
"7672291","01305",18,0,2,"02",107300
"7672339","01102",28,0,1,"02",34050
"7672429","01308",30,0,2,"02",73050
"7672661","00500",26,0,0,"02",0
"7672871","00200",18,0,1,"04",17900
"7672891","00900",6,0,2,"01",23760
"7672950","00100",21,0,2,"01",39000
"7672978","01313",25,0,1,"06",56000
"7673069","00800",27,0,0,"02",0
"7673186","00800",21,0,1,"02",11600
"7673212","01310",21,0,2,"07",45020
"7673240","01102",6,0,4,"02",45400
"7673298","00600",6,0,4,"01",20300
"7673577","01305",15,0,1,"07",54000
"7673704","01309",22,0,1,"02",40000
"7673705","00800",15,0,6,"05",19490
"7673896","01302",0,1,1,"  ",0
"7673939","00800",34,0,1,"02",34000
"7674042","00300",19,0,2,"02",29900
"7674343","00100",22,0,2,"02",12200
"7674410","00800",3,0,4,"02",45804
"7674653","00900",25,0,1,"09",6700
"7674757","00100",6,0,2,"02",36000
"7674887","01102",9,0,4,"01",61000
"7675049","00702",27,0,2,"03",36100
"7675069","00300",0,1,1,"  ",0
"7675086","01304",3,0,5,"02",299130
"7675177","00300",3,0,3,"01",31600
"7675198","01302",27,0,2,"03",52000
"7675268","01000",0,2,1,"  ",0
"7675455","01102",9,0,4,"01",58000
"7675537","00900",0,2,1,"  ",0
"7675647","01302",21,0,2,"09",24450
"7676072","01308",28,0,5,"02",62800
"7676117","00500",24,0,1,"02",30600
"7676530","01309",24,0,4,"02",30600
"7676603","01311",28,0,3,"02",70100
"7676862","00500",19,0,2,"02",46650
"7677233","00500",19,0,3,"02",32700
"7677649","00400",24,0,3,"02",49700
"7677815","01304",22,0,1,"09",6200
"7677867","01101",19,0,3,"02",40000
"7677886","00200",12,0,4,"01",40020
"7677946","01307",31,0,4,"02",99800
"7677984","01101",30,0,3,"01",53000
"7678022","01308",27,0,2,"02",63950
"7678101","01302",27,0,1,"09",22400
"7678313","01305",15,0,3,"02",53200
"7678377","01308",28,0,1,"09",30000
"7678516","00300",23,0,0,"02",0
"7678523","01200",19,0,2,"02",78010
"7678795","01304",12,0,6,"02",120000
"7678904","00500",7,0,1,"07",15000
"7678924","01306",27,0,2,"02",264000
"7679007","01305",15,0,1,"02",17700
"7679104","00702",27,0,5,"02",102400
"7679173","01101",18,0,2,"02",58000
"7679236","00500",7,0,0,"02",0
"7679312","00500",9,0,8,"02",39840
"7679371","01306",55,0,5,"07",40010
"7679655","00900",0,2,1,"  ",0
"7679670","01101",28,0,2,"01",25400
"7679787","01303",25,0,2,"04",29500
"7679806","00900",0,2,1,"  ",0
"7679860","01101",21,0,1,"02",11000
"7679905","01200",24,0,5,"02",70950
"7680052","01307",25,0,2,"07",28000
"7680112","00800",18,0,1,"02",11000
"7680165","00702",18,0,3,"02",180
"7680214","01306",22,0,2,"04",33300
"7680356","00702",24,0,1,"06",0
"7680510","00200",7,0,0,"02",0
"7680624","00300",6,0,1,"02",0
"7680828","00600",27,0,4,"05",57000
"7680928","00701",30,0,2,"02",341000
"7681166","01102",6,0,4,"01",41800
"7681170","00701",22,0,2,"02",45800
"7681285","00500",24,0,4,"02",118500
"7681293","01200",28,0,6,"02",327100
"7681366","00200",9,0,3,"01",81350
"7681477","00200",6,0,5,"01",28470
"7681708","01306",18,0,3,"02",136000
"7681723","00702",0,2,1,"  ",0
"7681752","00800",19,0,2,"02",77000
"7681931","00900",0,2,1,"  ",0
"7682024","00600",9,0,1,"02",4800
"7682107","01308",30,0,1,"02",50050
"7682149","00800",6,0,1,"02",7100
"7682218","01303",15,0,3,"02",83000
"7682277","00600",18,0,3,"03",8500
"7682318","00702",19,0,2,"02",53000
"7682550","01200",6,0,2,"02",67300
"7682647","01306",27,0,2,"02",78000
"7682808","01302",16,0,2,"02",77600
"7682831","00900",30,0,3,"06",260
"7682886","00200",6,0,3,"02",118100
"7683039","00702",27,0,1,"01",16000
"7683051","00500",6,0,6,"02",62200
"7683270","00900",6,0,2,"02",36300
"7683478","00600",3,0,2,"01",31300
"7683488","01313",18,0,1,"05",14000
"7683622","00800",12,0,2,"02",36500
"7683667","01000",0,1,1,"  ",0
"7683925","00900",6,0,2,"02",143200
"7684134","01313",30,0,1,"06",60000
"7684214","00400",18,0,2,"02",42900
"7684266","00800",22,0,2,"02",36100
"7684323","01308",15,0,3,"02",85000
"7684335","00100",21,0,4,"04",15700
"7684339","01304",18,0,3,"02",52000
"7684351","00500",6,0,0,"01",0
"7684619","00701",31,0,2,"02",60200
"7684725","01101",0,1,1,"  ",0
"7685162","00500",7,0,0,"01",0
"7685509","01309",18,0,2,"02",79810
"7685995","00800",18,0,2,"02",43700
"7686256","00900",31,0,2,"02",27000
"7686332","01301",19,0,3,"02",31000
"7686451","00800",0,1,1,"  ",0
"7686557","00400",30,0,2,"02",52400
"7686586","00702",18,0,2,"02",32300
"7686819","01102",6,0,2,"02",110000
"7687124","01311",12,0,4,"02",21600
"7687207","00701",24,0,2,"01",33980
"7687295","00200",33,0,1,"02",9000
"7687308","00600",43,0,3,"02",39700
"7687329","00400",24,0,5,"02",64000
"7687381","00300",18,0,1,"02",13004
"7687482","01102",18,0,2,"02",55200
"7688018","01000",18,0,2,"01",40900
"7688103","00500",25,0,1,"09",24100
"7688241","01304",19,0,2,"02",63900
"7688322","01000",6,0,2,"02",39530
"7688371","00500",15,0,4,"01",52000
"7688607","00300",3,0,2,"02",34000
"7688621","00800",22,0,2,"02",35600
"7688782","00800",25,0,1,"02",39500
"7688808","00702",24,0,3,"02",2e+05
"7688981","01304",0,2,1,"  ",0
"7688996","00900",19,0,2,"02",62900
"7689080","00900",25,0,2,"02",64170
"7689184","00100",6,0,4,"02",780960
"7689208","00100",9,0,2,"02",36700
"7689222","01000",6,0,4,"01",83754
"7689275","01304",23,0,0,"02",0
"7689279","00500",18,0,7,"02",90500
"7689426","01200",6,0,4,"02",122000
"7689451","00900",6,0,4,"01",32700
"7689936","01310",28,0,4,"02",74900
"7690054","01304",0,2,1,"  ",0
"7690074","01301",15,0,2,"04",70000
"7690167","00500",7,0,0,"02",0
"7690310","00702",22,0,1,"09",36400
"7690350","00500",6,0,2,"02",22300
"7690374","01102",3,0,4,"02",67000
"7690555","01101",40,0,1,"02",14400
"7691049","00100",6,0,5,"02",41800
"7691392","00400",31,0,1,"02",27300
"7691479","00900",24,0,2,"02",28000
"7691744","01311",15,0,5,"02",16900
"7691925","00300",18,0,4,"02",61900
"7691940","01306",21,0,2,"02",82000
"7691989","00800",37,0,2,"02",58000
"7692120","01307",18,0,5,"02",92500
"7692189","00600",30,0,2,"06",24000
"7692284","00500",24,0,0,"02",0
"7692596","00800",27,0,4,"02",55000
"7692634","00100",18,0,5,"02",68000
"7692660","00900",22,0,3,"02",2800
"7693066","00701",16,0,2,"01",8500
"7693280","00500",0,2,1,"  ",0
"7693435","01101",24,0,4,"02",92280
"7693591","00200",22,0,5,"08",40500
"7693718","01102",24,0,2,"02",33600
"7693848","01309",24,0,4,"02",450000
"7694098","01303",18,0,2,"02",39210
"7694423","00900",6,0,2,"02",130270
"7694684","01200",28,0,4,"02",75700
"7695258","00200",12,0,5,"02",59500
"7695346","01313",19,0,2,"07",154200
"7695401","01311",42,0,3,"06",93800
"7695428","00900",25,0,2,"02",80070
"7695542","00200",28,0,4,"02",119400
"7695544","01308",19,0,2,"02",57000
"7695605","00500",18,0,2,"02",45000
"7695695","00300",19,0,2,"02",85900
"7695903","00600",27,0,2,"08",13800
"7695916","01301",15,0,2,"02",7300
"7696008","01304",22,0,1,"02",155000
"7696400","00702",24,0,1,"09",28200
"7696960","01307",15,0,4,"02",93810
"7697067","01000",6,0,1,"01",11000
"7697199","00702",34,0,2,"07",24000
"7697438","00100",0,2,1,"  ",0
"7697660","01102",24,0,2,"02",30000
"7697842","00702",27,0,2,"09",53900
"7697910","01310",6,0,4,"07",47300
"7698023","00702",27,0,2,"05",67200
"7698254","01102",27,0,1,"05",7100
"7698906","00900",9,0,4,"02",24900
"7699012","00500",9,0,4,"02",117700
"7699218","00701",16,0,1,"01",49600
"7699330","01307",27,0,7,"02",73000
"7699387","00500",6,0,2,"02",50700
"7699422","00500",20,0,0,"05",0
"7699491","00500",7,0,0,"02",0
"7699724","00701",12,0,3,"02",19400
"7700127","00500",16,0,1,"08",10400
"7700258","00300",15,0,4,"02",154100
"7700438","00500",18,0,3,"01",5800
"7700862","01200",30,0,1,"02",16600
"7700878","01200",27,0,2,"02",57000
"7700892","00900",19,0,2,"02",24300
"7700926","01307",6,0,3,"03",44010
"7700976","00300",6,0,2,"01",51000
"7701020","00600",21,0,4,"02",79000
"7701023","01200",27,0,1,"02",38400
"7702084","01302",6,0,4,"02",27540
"7702236","00100",9,0,2,"02",16580
"7702291","00701",31,0,4,"02",68500
"7702426","00900",24,0,5,"02",44000
"7702460","01302",0,1,1,"  ",0
"7702999","01303",15,0,1,"02",10600
"7703047","00500",18,0,2,"02",113600
"7703399","00500",52,0,2,"02",42000
"7703429","00600",27,0,2,"02",49100
"7703461","01101",24,0,2,"02",70900
"7703484","00701",28,0,2,"01",63000
"7703635","01200",0,2,1,"  ",0
"7703791","01304",18,0,2,"02",230800
"7703860","01308",34,0,1,"02",16800
"7703992","01304",18,0,2,"02",145300
"7704123","00200",9,0,4,"02",39000
"7704317","01304",18,0,4,"02",399000
"7704346","01310",55,0,3,"03",73900
"7704758","01101",0,1,1,"  ",0
"7704856","01102",24,0,2,"02",34510
"7704960","01101",22,0,2,"03",127500
"7705178","00702",0,2,1,"  ",0
"7705246","00702",27,0,3,"09",22900
"7705434","01102",10,0,0,"02",0
"7705457","00400",30,0,0,"02",0
"7705458","00600",9,0,4,"02",12000
"7705471","01308",15,0,2,"05",48000
"7705541","00400",21,0,3,"09",31000
"7705575","00900",31,0,2,"01",31670
"7705610","01101",18,0,5,"02",87000
"7705653","01302",24,0,4,"02",71500
"7706062","00400",36,0,2,"06",45100
"7706065","01310",21,0,4,"02",39500
"7706149","01304",21,0,1,"02",55110
"7706353","00300",18,0,4,"02",72000
"7706419","00200",18,0,2,"02",90020
"7706429","00500",10,0,0,"02",0
"7706437","00702",43,0,2,"04",28000
"7706446","00702",27,0,2,"01",110000
"7706587","00400",15,0,2,"05",30430
"7707040","01308",24,0,3,"02",130020
"7707891","00701",24,0,1,"04",15700
"7707957","00100",6,0,3,"02",58360
"7707989","00100",21,0,2,"02",54500
"7708388","01307",20,0,0,"09",0
"7708506","00600",28,0,1,"02",4600
"7708656","00300",3,0,2,"01",23200
"7708664","01304",19,0,1,"08",11900
"7708773","01101",27,0,2,"02",88560
"7708920","01301",15,0,3,"08",21760
"7708947","01101",28,0,2,"02",52600
"7709336","01313",12,0,2,"08",64000
"7709510","01301",15,0,3,"02",59800
"7709516","00300",6,0,5,"02",61270
"7709577","00600",49,0,0,"01",0
"7709610","00600",21,0,3,"02",124000
"7710133","01313",27,0,1,"08",62000
"7710186","00100",22,0,1,"01",8600
"7710194","01306",24,0,2,"05",36000
"7710363","00500",15,0,2,"02",31380
"7710431","01304",21,0,3,"02",84170
"7710486","00100",7,0,0,"02",0
"7710689","00800",24,0,1,"02",2800
"7710951","01101",27,0,2,"02",19000
"7711042","01304",30,0,0,"08",0
"7711069","01200",10,0,4,"02",125900
"7711156","00500",18,0,2,"09",21600
"7711339","01307",21,0,1,"02",47800
"7711462","01307",6,0,2,"02",0
"7711473","00800",7,0,0,"02",0
"7711550","01313",30,0,2,"03",28500
"7711604","00100",10,0,2,"02",54800
"7711625","00500",27,0,2,"02",32500
"7711693","00702",21,0,5,"02",76500
"7711777","01312",24,0,3,"02",124000
"7711975","01313",28,0,2,"02",42200
"7712104","01102",12,0,2,"02",69600
"7712225","00702",15,0,2,"01",44500
"7712277","01200",3,0,5,"01",75000
"7712365","00400",0,2,1,"  ",0
"7712483","01306",24,0,2,"08",12000
"7712548","00500",18,0,2,"01",72400
"7712795","01101",40,0,0,"09",0
"7712898","00800",6,0,4,"02",10880
"7713143","00800",27,0,2,"02",75700
"7713445","00800",9,0,1,"02",10500
"7713532","00200",9,0,3,"02",800
"7713671","01304",21,0,1,"09",18400
"7713754","01000",9,0,3,"02",58230
"7713964","00500",15,0,2,"01",46000
"7713977","00600",0,2,1,"  ",0
"7713984","01304",0,2,1,"  ",0
"7714245","00702",24,0,2,"04",8040
"7714466","00500",21,0,2,"07",1400
"7714476","01305",40,0,3,"04",19500
"7714755","00900",6,0,3,"02",27400
"7714766","01307",6,0,3,"02",113200
"7715025","01301",18,0,2,"02",288000
"7715107","01304",30,0,1,"02",36300
"7715193","01303",19,0,1,"04",0
"7715213","01200",30,0,3,"07",34810
"7715250","01304",0,2,1,"  ",0
"7715617","00300",22,0,2,"02",55600
"7715678","00300",28,0,2,"01",13600
"7715681","01306",46,0,4,"07",36000
"7715688","01304",24,0,2,"09",10400
"7715981","00702",34,0,1,"01",17100
"7716033","00900",0,1,1,"  ",0
"7716128","01305",15,0,1,"02",29030
"7716204","01200",0,2,1,"  ",0
"7716229","01308",33,0,5,"02",85420
"7716231","00500",19,0,2,"02",38000
"7716277","00500",21,0,3,"04",22804
"7716327","00900",6,0,1,"02",21200
"7716440","01200",0,2,1,"  ",0
"7716518","00500",3,0,0,"02",0
"7716621","01307",9,0,2,"01",23200
"7716636","01307",24,0,1,"02",40000
"7716665","00500",7,0,0,"02",0
"7716819","00400",24,0,2,"02",33900
"7716975","01101",27,0,1,"08",42000
"7717006","01309",24,0,5,"07",98004
"7717129","00800",18,0,2,"02",34500
"7717208","00100",21,0,3,"02",50000
"7717235","01313",31,0,2,"02",69120
"7717399","00200",6,0,1,"02",9300
"7717542","00400",25,0,5,"02",13800
"7717673","00900",27,0,3,"01",34900
"7717674","01310",36,0,2,"02",121170
"7717694","00900",21,0,1,"08",6250
"7717700","00300",15,0,4,"02",25600
"7717940","01302",18,0,4,"02",106230
"7718548","01304",19,0,2,"02",65020
"7719214","01311",15,0,5,"02",93800
"7719429","00600",12,0,1,"02",15000
"7719443","00600",37,0,2,"02",45000
"7719680","00702",18,0,1,"09",0
"7719733","00100",24,0,3,"01",3300
"7719816","01312",19,0,4,"02",45000
"7720172","01313",20,0,0,"05",0
"7720288","01305",25,0,1,"04",23000
"7720402","01311",12,0,1,"02",53190
"7720463","01311",9,0,3,"02",78300
"7720683","00100",27,0,2,"03",14100
"7720966","01200",33,0,2,"01",14200
"7720970","01101",31,0,3,"03",45200
"7721004","01303",21,0,4,"02",64000
"7721223","01200",30,0,1,"02",63100
"7721295","01312",19,0,4,"05",39000
"7721318","00600",24,0,7,"02",70500
"7721342","01309",21,0,1,"09",25300
"7721364","01303",33,0,5,"02",20000
"7721380","00500",6,0,1,"02",12000
"7721488","01302",24,0,1,"02",9400
"7721571","01102",24,0,2,"02",78200
"7721727","00100",6,0,2,"02",30000
"7721883","01303",16,0,2,"06",15000
"7722227","01306",25,0,3,"02",105800
"7722306","01000",10,0,6,"02",83700
"7722378","00702",27,0,2,"02",102000
"7722418","01310",25,0,2,"06",18000
"7722475","00200",22,0,6,"02",111960
"7722712","00702",28,0,1,"09",11970
"7722745","01000",22,0,1,"02",63200
"7722809","00900",21,0,1,"09",13880
"7722890","00600",0,2,1,"  ",0
"7722954","01305",40,0,5,"02",121440
"7723090","00300",21,0,1,"01",21800
"7723158","01311",36,0,5,"02",299000
"7723192","00200",6,0,2,"01",58630
"7723218","00701",24,0,3,"02",49220
"7723298","01312",30,0,1,"07",13000
"7723572","00100",21,0,2,"04",10000
"7723662","01000",6,0,1,"04",11000
"7724040","01000",43,0,4,"02",32000
"7724152","01308",15,0,3,"02",242800
"7724154","00600",21,0,3,"02",49900
"7724202","01000",10,0,0,"02",0
"7724388","01000",10,0,2,"02",236000
"7724764","00100",6,0,3,"02",75900
"7724899","00600",24,0,3,"02",64200
"7724981","01312",25,0,2,"02",23100
"7725008","01000",18,0,2,"02",48800
"7725191","00800",47,0,0,"02",0
"7725232","01309",33,0,2,"02",33000
"7725377","00702",27,0,1,"03",19100
"7725393","00300",27,0,3,"01",52000
"7725544","00900",24,0,3,"02",35000
"7725725","01308",6,0,2,"01",54800
"7725949","00300",21,0,7,"02",-1500
"7726129","00400",25,0,2,"02",49000
"7726236","01101",37,0,3,"09",54000
"7726534","00100",6,0,2,"02",2900
"7726695","00300",6,0,1,"01",14000
"7726802","00400",33,0,1,"02",21400
"7726838","00300",9,0,1,"01",13000
"7726882","01000",9,0,1,"02",17200
"7727086","00500",21,0,3,"02",30000
"7727100","00500",21,0,2,"02",13400
"7727209","00200",10,0,0,"01",0
"7727277","01307",37,0,2,"02",27200
"7727477","00702",18,0,2,"03",14300
"7727671","01301",18,0,2,"02",47010
"7727745","01102",28,0,2,"02",24800
"7727803","01000",34,0,4,"01",84730
"7727876","00800",21,0,2,"02",270160
"7727953","01000",21,0,1,"02",10300
"7728054","00702",21,0,2,"02",49100
"7728195","01303",22,0,1,"02",38000
"7728257","01000",3,0,2,"02",15400
"7728672","00500",22,0,2,"02",121200
"7728821","01311",18,0,5,"02",63000
"7728843","00500",20,0,0,"02",0
"7729079","00400",27,0,1,"02",33500
"7729243","01301",19,0,2,"02",96000
"7729286","00100",21,0,2,"02",69400
"7729513","00500",7,0,0,"02",0
"7729535","00900",46,0,2,"02",15710
"7729826","00100",6,0,4,"02",32400
"7729876","00702",23,0,0,"03",0
"7729947","00800",7,0,0,"02",0
"7729970","01101",28,0,2,"02",98028
"7730064","01102",15,0,2,"02",103000
"7730135","00702",19,0,1,"02",27200
"7730191","01310",22,0,1,"07",32000
"7730286","00300",0,2,1,"  ",0
"7730448","01309",27,0,3,"04",64600
"7730640","01307",6,0,3,"02",117000
"7730788","01309",21,0,2,"02",56400
"7730898","00200",9,0,2,"02",83900
"7731073","01308",61,0,3,"07",30700
"7731117","01304",21,0,2,"08",140500
"7731492","01310",25,0,1,"01",20700
"7731680","00500",6,0,2,"02",49300
"7731720","00300",19,0,2,"02",24000
"7731791","01311",24,0,2,"01",76490
"7732217","01200",27,0,2,"02",34900
"7732251","00600",12,0,4,"02",71600
"7732408","01310",3,0,2,"02",39970
"7732749","01307",24,0,2,"02",31000
"7733064","00200",9,0,5,"02",48000
"7733150","00100",9,0,2,"02",24950
"7733156","01306",24,0,1,"02",35000
"7733419","01311",12,0,4,"02",103100
"7733680","01303",28,0,2,"02",46800
"7733690","01102",6,0,2,"02",62000
"7733960","00701",30,0,1,"07",9300
"7734097","00300",30,0,1,"02",20404
"7734178","01200",17,0,0,"10",0
"7734186","00400",20,0,0,"02",0
"7734199","01312",27,0,3,"02",108000
"7734416","00800",6,0,3,"01",1300
"7734655","00900",24,0,1,"02",45800
"7734773","00600",18,0,1,"01",15500
"7734934","00800",24,0,4,"02",48010
"7734952","00702",16,0,3,"02",52000
"7735067","01310",27,0,2,"02",95850
"7735068","00600",24,0,2,"02",40300
"7735093","01101",25,0,1,"03",8550
"7735414","00500",6,0,2,"02",154500
"7735589","00800",7,0,0,"04",0
"7735658","00300",28,0,1,"08",28000
"7735741","01307",15,0,1,"02",17000
"7735778","01310",18,0,5,"02",157000
"7736065","00500",6,0,0,"02",0
"7736183","01101",24,0,3,"09",27000
"7736223","01311",24,0,4,"02",124230
"7736259","01307",21,0,5,"02",82000
"7736291","01200",6,0,3,"03",27000
"7736333","01000",6,0,2,"01",36900
"7736509","00600",27,0,2,"08",10814
"7736542","01200",30,0,3,"02",80800
"7736840","00100",15,0,2,"02",42000
"7736927","01312",27,0,2,"02",37800
"7737045","00600",18,0,2,"02",53100
"7737165","00701",15,0,1,"02",82100
"7737182","00300",24,0,3,"02",30800
"7737195","01200",27,0,1,"05",10800
"7737219","00702",28,0,1,"09",18900
"7737280","00200",6,0,4,"02",12500
"7737329","01102",24,0,1,"02",23100
"7737566","00300",6,0,2,"01",16800
"7737649","01310",30,0,3,"02",106300
"7737832","00702",21,0,2,"03",6120
"7737882","00500",7,0,0,"02",0
"7737944","01303",15,0,1,"07",12000
"7738088","00702",16,0,2,"02",71000
"7738200","01000",22,0,2,"05",56700
"7738293","01313",27,0,1,"05",41020
"7738449","00300",18,0,3,"01",9400
"7738670","01309",24,0,2,"07",48000
"7738691","01101",15,0,2,"02",88700
"7738851","01101",31,0,4,"04",53000
"7739053","01102",24,0,2,"02",48780
"7739065","01102",28,0,2,"02",48490
"7739096","00100",18,0,2,"02",69000
"7739233","01102",19,0,1,"02",55000
"7739383","01305",27,0,1,"04",5100
"7739588","00702",34,0,2,"02",60000
"7739709","00800",21,0,3,"02",61200
"7739715","00300",25,0,1,"02",14400
"7739843","01309",28,0,2,"05",44000
"7739888","01307",27,0,2,"02",44400
"7739909","01302",21,0,4,"02",109430
"7739948","01102",6,0,4,"01",53900
"7739969","00400",27,0,1,"02",28140
"7740246","00500",18,0,2,"02",45000
"7740266","01302",27,0,4,"02",57840
"7740324","01305",15,0,2,"03",290820
"7740372","00800",24,0,1,"05",36000
"7740576","00100",9,0,1,"01",9000
"7740598","01307",6,0,4,"03",101000
"7740687","00200",7,0,0,"02",0
"7740759","01312",25,0,1,"09",70000
"7740991","01309",22,0,4,"02",172000
"7741019","01306",24,0,2,"02",72400
"7741165","01200",19,0,2,"01",90000
"7741339","01101",16,0,7,"08",93400
"7741507","00400",27,0,2,"02",15140
"7741588","01305",19,0,4,"02",56000
"7741942","01313",27,0,2,"02",64400
"7742008","00300",10,0,0,"02",0
"7742267","01311",27,0,2,"02",86730
"7742659","01304",21,0,4,"02",111500
"7742712","01306",28,0,2,"03",126000
"7742866","00400",25,0,1,"02",42000
"7743049","01301",25,0,1,"02",17400
"7743302","00702",27,0,3,"02",39500
"7743612","01301",21,0,5,"02",27000
"7743653","00200",6,0,1,"01",29200
"7743744","01305",24,0,3,"02",52000
"7743758","01301",19,0,4,"02",72400
"7743879","00600",0,2,1,"  ",0
"7743956","01301",24,0,3,"02",117100
"7744805","01200",24,0,1,"02",23500
"7744978","01000",6,0,5,"01",28000
"7745201","00701",24,0,5,"02",61200
"7745258","01200",15,0,1,"02",48000
"7745311","01101",18,0,1,"02",18600
"7746268","00100",19,0,2,"02",14440
"7746309","00100",25,0,3,"02",101300
"7746449","00800",24,0,4,"02",122000
"7746597","01305",12,0,5,"02",56000
"7746886","00200",6,0,2,"02",71200
"7746937","00300",24,0,2,"01",7500
"7747070","00100",25,0,3,"02",66200
"7747079","00100",19,0,2,"02",63000
"7747085","01313",24,0,4,"02",45000
"7747615","00500",6,0,1,"06",13400
"7747778","00200",6,0,4,"02",46600
"7747784","00600",6,0,2,"02",46600
"7747789","00100",7,0,2,"02",29130
"7747834","01304",22,0,1,"09",15000
"7748178","01311",21,0,5,"02",35000
"7748252","01101",18,0,2,"01",14500
"7748372","00900",25,0,3,"02",51300
"7748417","00500",25,0,3,"02",77000
"7748516","01308",6,0,1,"01",21000
"7748572","00300",18,0,2,"02",31500
"7748918","01200",30,0,3,"05",39400
"7749202","01306",31,0,4,"02",60800
"7749277","00701",24,0,2,"02",15700
"7749438","00702",25,0,2,"02",64100
"7749552","01304",15,0,1,"08",10200
"7749827","01310",27,0,3,"02",64300
"7749908","01303",25,0,1,"02",48300
"7750033","00100",0,1,1,"  ",0
"7750048","00500",7,0,0,"02",0
"7750305","01311",46,0,3,"02",175500
"7750487","01301",36,0,2,"08",24000
"7750579","00100",21,0,2,"02",18400
"7750722","01305",10,0,0,"02",0
"7750764","00500",9,0,8,"05",35700
"7750784","00100",6,0,5,"01",56700
"7751019","01308",25,0,3,"02",72000
"7751026","00500",18,0,4,"05",57000
"7751030","00100",24,0,2,"02",53600
"7751056","01310",7,0,3,"02",381000
"7751299","01102",6,0,3,"02",42500
"7751437","01306",33,0,1,"05",30000
"7751718","00200",9,0,2,"02",72000
"7751891","00702",18,0,3,"02",97000
"7752021","01101",27,0,2,"05",208350
"7752316","00702",18,0,4,"02",44000
"7752440","01102",6,0,3,"02",86400
"7752650","00701",18,0,3,"02",15000
"7752664","00200",4,0,0,"02",0
"7752667","00200",15,0,4,"02",44700
"7752764","01311",30,0,2,"02",116800
"7752819","01303",0,2,1,"  ",0
"7752991","01307",25,0,2,"01",11100
"7753025","00100",9,0,2,"02",34800
"7753123","01311",12,0,1,"02",3500
"7753142","00800",15,0,8,"03",32500
"7753418","00600",9,0,1,"02",26000
"7753830","00600",12,0,1,"05",120
"7754160","01304",19,0,1,"09",6320
"7754193","00500",24,0,4,"06",14150
"7754213","01301",15,0,1,"02",7900
"7754235","00600",28,0,2,"05",19000
"7754263","01308",15,0,2,"06",69500
"7754283","00500",6,0,0,"02",0
"7754340","01310",20,0,0,"09",0
"7754362","00100",18,0,3,"02",198900
"7754679","01101",22,0,2,"02",44200
"7754834","01309",43,0,3,"02",486000
"7754939","00400",24,0,2,"02",74000
"7755045","00500",33,0,0,"02",0
"7755087","01303",21,0,1,"04",40000
