SERIALNO,AGE,WRKLYR,INCTOT
2765493,51,1,24000
2765493,17,2,0
2765493,12,0,NA
2765493,11,0,NA
2765496,28,1,63330
2765496,27,1,5440
2765496,0,0,NA
2765760,41,1,23570
2765760,40,1,35150
2765777,37,1,150000
2765777,36,1,20000
2765777,10,0,NA
2765777,8,0,NA
2765777,12,0,NA
2765875,67,2,12204
2766157,53,1,70200
2766157,50,1,21000
2766229,50,1,63200
2766378,32,1,48000
2766378,38,1,28400
2766378,13,0,NA
2766378,3,0,NA
2766733,60,1,54000
2766733,59,2,0
2766754,35,1,67000
2766754,37,2,0
2766754,15,0,0
2766754,13,0,NA
2766865,26,1,4900
2766865,21,1,900
2767363,49,1,64000
2767363,39,1,82000
2767420,27,1,32000
2767420,26,1,13000
2767420,5,0,NA
2767420,2,0,NA
2767456,72,2,47600
2767456,66,2,31200
2767568,47,2,1700
2767752,43,1,25000
2767752,39,2,0
2767752,18,1,3400
2767752,15,0,0
2767752,12,0,NA
2767752,9,0,NA
2767752,9,0,NA
2767752,37,1,16000
2767793,79,2,24100
2767793,77,2,16200
2767835,61,2,5580
2767835,13,0,NA
2767835,11,0,NA
2767835,46,1,110000
2767835,32,1,3000
2767845,73,2,50400
2767845,74,2,5400
2768026,79,2,11350
2768026,77,2,2500
2768090,37,1,33080
2768090,40,1,20800
2768172,52,1,65700
2768172,30,1,29700
2768440,64,2,10000
2768574,34,1,50100
2768574,33,1,60000
2768652,40,1,50000
2768652,39,1,4600
2768652,15,0,0
2768800,37,2,26000
2768800,17,2,0
2768800,1,0,NA
2768800,30,1,2200
2768800,60,1,10260
2768962,56,1,-10000
2768962,54,1,10700
2768995,72,2,46700
2769161,64,2,6700
2769161,65,2,0
2769161,27,2,0
2769161,9,0,NA
2769161,8,0,NA
2769177,33,1,38300
2769177,11,0,NA
2769177,37,1,14600
2769177,18,1,8500
2769194,60,1,28820
2769281,48,1,43810
2769281,46,1,7630
2769281,21,1,14900
2769281,19,2,0
2769281,16,2,0
2769281,11,0,NA
2769404,68,2,50000
2769404,72,2,24200
2769422,48,1,12700
2769422,20,1,9000
2769422,19,2,0
2769617,25,1,22300
2769617,5,0,NA
2769740,67,2,41000
2769740,67,2,5300
2769740,33,1,19500
2769740,11,0,NA
2769830,50,1,75000
2769830,48,1,33000
2770196,81,2,17400
2770545,88,2,6900
2770953,64,2,31900
2770953,63,2,7200
2770999,69,2,42450
2770999,68,2,3000
2770999,38,1,9700
2771109,66,1,40400
2771109,69,2,10800
2771115,70,2,24100
2771171,57,1,15000
2771171,24,1,4000
2771171,26,1,8000
2771248,22,1,25000
2771248,23,1,4200
2771248,0,0,NA
2771250,51,1,14100
2771255,32,1,12750
2771279,44,1,39000
2771279,54,1,39200
2771426,32,1,26900
2771426,30,1,32600
2771426,9,0,NA
2771426,0,0,NA
2771453,29,1,40000
2771453,26,2,0
2771453,5,0,NA
2771569,59,1,24200
2771569,63,1,43800
2771586,50,1,80000
2771586,52,1,80000
2771586,9,0,NA
2771586,8,0,NA
2771835,43,1,35300
2771869,27,1,21000
2771949,64,1,41900
2771949,49,1,106000
2772270,82,2,13600
2772270,71,1,5500
2772394,35,1,28900
2772394,11,0,NA
2772744,53,1,12630
2772937,28,1,23400
2772937,25,1,21000
2773310,49,1,74210
2773461,57,1,48000
2773461,55,1,40000
2773774,66,2,34000
2774054,73,2,18000
2774054,71,1,6900
2774202,53,2,0
2774202,53,2,6220
2774492,51,1,304000
2774492,50,2,0
2774691,38,1,30000
2774691,45,1,15000
2774917,51,1,55000
2774917,49,1,66300
2774959,78,2,18600
2774959,79,2,5300
2774968,22,2,0
2774968,21,2,0
2774968,20,1,2900
2775154,66,2,20400
2775238,64,2,5900
2775238,60,1,16200
2775375,62,1,15600
2775375,58,1,-2100
2775389,50,2,36900
2775389,47,1,22180
2775595,53,1,11500
2775595,54,2,0
2775595,1,0,NA
2775595,31,1,32000
2775595,29,1,2200
2775776,52,2,0
2775812,47,1,50000
2775812,50,1,18000
2776107,26,2,0
2776107,49,1,18800
2776107,9,0,NA
2776107,7,0,NA
2776404,41,1,52120
2776404,41,1,20000
2776404,8,0,NA
2776404,6,0,NA
2776768,43,1,33400
2776768,44,1,29900
2776768,19,1,13000
2776928,36,1,37200
2777081,64,2,13900
2777148,52,1,60000
2777148,45,2,0
2777246,25,1,21000
2777246,25,1,24000
2777427,34,1,20000
2777427,17,2,0
2777427,38,1,13000
2777427,13,0,NA
2777487,35,1,149000
2777674,38,1,23400
2777674,15,0,2200
2777674,10,0,NA
2777674,6,0,NA
2777744,24,1,9500
2778193,21,1,10100
2778445,21,1,5000
2778445,44,2,6100
2778447,52,1,-2000
2778447,47,1,1e+05
2778447,11,0,NA
2778821,55,1,10000
2778986,20,1,3040
2779272,47,1,33550
2779460,34,1,19400
2779460,37,1,85000
2779460,7,0,NA
2779460,4,0,NA
2779469,47,1,22400
2779469,44,1,20400
2779666,33,1,51700
2779666,28,2,0
2779666,2,0,NA
2779666,0,0,NA
2779688,53,1,19000
2779688,49,1,6900
2779688,16,1,1290
2780163,44,1,30000
2780366,88,2,18300
2780366,50,1,8210
2780571,49,1,34000
2780571,46,1,5000
2780571,12,0,NA
2780571,10,0,NA
2780724,22,1,16100
2780724,3,0,NA
2780724,29,1,3000
2780834,80,2,8100
2780834,93,2,11800
2780856,65,2,38000
2780856,64,2,6000
2780950,28,2,0
2780950,24,1,12000
2781057,30,1,18000
2781057,30,1,31700
2781169,48,1,78000
2781169,17,1,3000
2781186,84,2,7000
2781236,68,2,49000
2781236,61,1,38700
2781472,41,1,15000
2781472,10,0,NA
2781472,8,0,NA
2781472,36,1,5000
2781526,52,1,48100
2781526,50,1,33000
2781640,49,1,55170
2781640,47,1,22800
2781756,38,1,30000
2781756,40,1,5920
2781756,6,0,NA
2781756,19,1,1000
2781776,53,1,35000
2782053,33,1,48300
2782053,34,1,30000
2782053,4,0,NA
2782053,2,0,NA
2782053,61,2,0
2782218,63,1,23800
2782218,64,2,7000
2782351,78,2,8400
2782455,47,1,59800
2782455,47,1,30100
2782455,18,1,5600
2782455,16,1,5400
2782465,39,1,8000
2782465,15,0,0
2782465,13,0,NA
2782465,11,0,NA
2782465,8,0,NA
2782465,37,1,42000
2782608,36,1,42000
2782608,11,0,NA
2782608,8,0,NA
2782608,33,1,32000
2782661,46,1,23000
2782661,44,1,20000
2782661,23,1,6800
2782661,21,1,2500
2782839,25,1,25600
2782839,26,1,1400
2782839,8,0,NA
2782839,5,0,NA
2782839,2,0,NA
2783142,82,2,12000
2783154,69,2,12300
2783154,66,2,0
2783526,40,1,44000
2783566,23,1,15000
2783804,70,2,7000
2783915,59,1,33200
2784035,80,2,18600
2784035,77,2,4800
2784083,55,2,0
2784083,59,2,0
2784104,29,1,40000
2784233,34,1,52000
2784233,37,1,1000
2784233,5,0,NA
2784233,2,0,NA
2784233,17,1,1500
2784233,14,0,NA
2784252,51,1,36030
2784331,57,1,58000
2784355,66,1,3800
2784355,16,2,180
2784355,21,1,16000
2784496,28,1,8300
2784496,29,1,3000
2784496,9,0,NA
2784496,6,0,NA
2784995,28,1,17200
2784995,25,2,0
2784995,3,0,NA
2784995,10,0,NA
2785186,25,1,37610
2785186,25,2,0
2785186,1,0,NA
2785186,0,0,NA
2785209,93,2,11100
2785264,51,1,25200
2785454,36,1,6300
2785454,15,0,0
2785576,49,1,126500
2785576,49,1,22100
2785672,69,2,30700
2785737,82,1,8300
2785800,19,1,165000
2786013,47,1,13200
2786013,14,0,NA
2786013,13,0,NA
2786013,3,0,NA
2786013,14,0,NA
2786013,2,0,NA
2786013,35,1,5600
2786119,68,1,71700
2786119,18,2,0
2786247,53,2,17500
2786247,50,1,2500
2786619,33,1,20000
2786619,25,1,9000
2786619,7,0,NA
2786619,3,0,NA
2786699,21,1,25020
2786699,21,1,11000
2786699,3,0,NA
2786699,0,0,NA
2786811,40,1,9100
2786959,93,2,17600
2787027,44,1,40500
2787027,35,1,40500
2787027,7,0,NA
2787195,43,1,17500
2787195,10,0,NA
2787195,2,0,NA
2787370,76,1,27190
2787370,60,2,0
2787602,31,1,50000
2787602,29,1,30000
2787678,19,1,4900
2787732,86,1,1210
2787732,79,1,6050
2787759,54,2,9300
2787934,65,2,37400
2787934,62,2,14080
2787946,24,1,22080
2787946,35,2,0
2788141,93,2,6600
2788141,87,2,11900
2788405,52,2,3500
2788573,45,1,16000
2788724,34,1,32000
2788724,40,1,26000
2788991,53,1,124000
2788991,53,1,30500
2788995,34,1,31900
2788995,31,1,1200
2788995,9,0,NA
2788995,4,0,NA
2789278,35,1,27090
2789290,62,1,49100
2789290,60,1,39400
2789386,49,1,10000
2789386,23,2,0
2789420,54,1,5000
2789420,54,1,12100
2789583,76,1,18100
2789742,43,1,20000
2789742,43,1,3000
2789769,42,1,28000
2789769,33,1,13000
2789771,57,1,29900
2789771,32,1,10100
2790117,71,2,63600
2790117,75,2,15400
2790349,75,2,164000
2790349,73,2,8100
2790915,46,1,21000
2790915,43,1,9000
2790915,14,0,NA
2790947,55,1,-500
2790947,43,1,2400
2790947,7,0,NA
2790947,16,2,0
2791458,18,1,3600
2791726,21,1,80000
2791726,22,1,7400
2791726,21,1,82000
2791726,20,1,27000
2792033,27,1,30000
2792033,27,1,30000
2792126,37,1,41000
2792126,9,0,NA
2792126,33,1,299000
2792259,56,1,236500
2792259,44,1,11300
2792279,46,1,14500
2792279,19,2,0
2792341,36,1,52000
2792341,34,1,8000
2792341,14,0,NA
2792341,12,0,NA
2792341,9,0,NA
2792354,36,1,50000
2792354,37,1,36000
2792354,10,0,NA
2792354,6,0,NA
2792354,4,0,NA
2792481,71,2,9100
2792605,80,2,36000
2792605,66,2,0
2792605,13,0,NA
2792764,43,1,51760
2793112,74,2,12600
2793112,72,2,4600
2793176,25,1,22100
2793176,5,0,NA
2793176,60,2,0
2793299,55,1,145850
2793299,51,2,0
2793299,10,0,NA
2793299,22,1,11500
2793307,74,2,12600
2793324,61,2,3100
2793324,62,2,0
2793391,31,1,85000
2793391,35,2,0
2793391,3,0,NA
2793497,55,1,23000
2794028,68,1,14730
2794040,58,2,9500
2794045,36,2,0
2794045,18,2,0
2794045,8,0,NA
2794045,5,0,NA
2794045,2,0,NA
2794115,80,2,8900
2794115,79,2,3200
2794189,38,1,54000
2794189,45,1,1600
2794189,22,2,20
2794189,19,1,5500
2794189,2,0,NA
2794189,0,0,NA
2794189,27,1,3000
2794703,30,2,0
2794703,28,1,4000
2794796,46,1,28000
2794796,48,1,24000
2794799,49,1,4000
2794799,53,1,21100
2794805,44,1,60900
2794805,47,1,27500
2794877,26,2,500
2794877,24,1,6600
2794877,1,0,NA
2794900,42,1,17000
2794900,41,1,5600
2794900,17,1,4800
2794900,16,1,4500
2794900,13,0,NA
2794900,8,0,NA
2795094,24,1,0
2795094,30,1,8900
2795094,9,0,NA
2795131,37,1,50020
2795191,75,2,28400
2795398,28,1,18000
2795405,40,1,12800
2795405,12,0,NA
2795649,44,1,56000
2795649,18,2,0
2795649,13,0,NA
2795674,62,2,38200
2795674,60,1,31000
2795712,30,1,31300
2795712,35,1,620
2796432,42,2,480
2796477,38,1,14000
2796477,35,1,22500
2796477,15,0,0
2796477,8,0,NA
2796530,34,1,39000
2796740,48,1,30000
2796865,41,1,43000
2796865,45,2,6100
2796865,16,1,1000
2796865,14,0,NA
2796865,12,0,NA
2797033,89,2,31800
2797041,34,1,-10000
2797041,45,1,7000
2797170,78,2,14700
2797170,58,1,9000
2797171,57,1,48250
2797171,43,1,23600
2797171,23,1,12000
2797171,21,1,3500
2797251,49,1,50000
2797251,50,2,0
2797251,16,2,0
2797884,39,1,31250
2797884,48,1,4500
2797911,77,2,16700
2797970,53,1,35100
2797970,51,1,14100
2798193,75,2,20500
2798193,74,2,27200
2798289,76,2,11500
2798317,42,1,30000
2798317,49,2,0
2798392,19,1,290
2798392,0,0,NA
2798392,23,1,20000
2798397,37,1,42000
2798397,31,1,26000
2798397,5,0,NA
2798452,63,2,12900
2798452,62,2,11500
2798457,57,1,74000
2798457,56,2,6000
2798457,71,2,10700
2798490,37,1,25000
2798490,37,1,15000
2798490,17,1,5000
2798490,13,0,NA
2798501,59,1,24900
2798717,28,1,35000
2798717,24,1,22500
2798725,65,1,18500
2798725,77,1,29500
2798796,35,1,40000
2798796,34,1,29010
2799173,77,1,16600
2799173,72,2,4900
2799286,62,1,62000
2799286,61,2,20500
2799401,80,2,15200
2799405,48,1,32000
2799476,24,1,26100
2799594,26,1,5000
2799594,23,2,0
2799594,20,2,0
2799594,18,2,0
2799877,28,1,20000
2799895,46,1,95000
2799895,45,1,80700
2799895,14,0,NA
2799904,52,1,48000
2799904,17,2,0
2800058,44,1,309000
2800058,44,1,1000
2800058,10,0,NA
2800058,5,0,NA
2800544,51,1,45080
2800544,47,1,45060
2800712,60,2,7400
2800851,24,1,30050
2800851,23,1,20000
2800851,0,0,NA
2801174,29,1,36000
2801174,26,1,8000
2801204,47,1,52650
2801204,47,2,0
2801204,18,2,0
2801236,72,2,12000
2801391,50,1,60000
2801391,23,1,38000
2801391,39,1,7900
2801419,67,1,65000
2801586,59,1,13600
2801586,53,2,0
2801889,93,2,9400
2801917,59,1,12500
2801996,33,1,21700
2801996,26,1,20000
2802409,66,1,22000
2802409,69,2,6600
2802468,45,2,10400
2802486,84,2,9000
2802561,41,1,22000
2802617,85,2,9700
2802776,20,1,16600
2802891,37,1,45000
2802891,31,1,40000
2803040,63,1,399000
2803040,57,2,0
2803162,78,2,5500
2803184,25,1,10000
2803184,3,0,NA
2803188,54,1,59000
2803205,54,1,48250
2803205,55,1,20000
2803377,61,2,0
2803377,53,1,29500
2803446,20,1,25000
2803446,21,1,4700
2803497,52,1,19000
2803992,82,2,7400
2804082,26,2,0
2804290,88,2,14100
2804389,66,2,21800
2804389,59,1,25000
2804443,66,2,137400
2804538,28,1,14400
2804538,23,2,0
2804538,2,0,NA
2804538,1,0,NA
2804538,0,0,NA
2804684,47,1,60000
2804684,47,1,56000
2804684,15,0,130
2805175,84,2,12700
2805417,50,2,6000
2805423,60,2,6000
2805586,68,2,8400
2805755,43,1,32000
2805755,41,1,8000
2805755,18,1,3400
2806003,18,1,5400
2806003,24,1,14300
2806013,66,2,19600
2806013,61,2,3700
2806050,21,1,10000
2806050,27,1,10000
2806050,2,0,NA
2806050,26,1,10900
2806100,73,1,29080
2806100,72,2,2400
2806614,82,2,17400
2806764,78,2,4500
2806764,75,2,4500
2806764,33,1,17000
2806812,51,1,43000
2806812,49,1,8600
2806812,30,1,26270
2806812,4,0,NA
2806883,39,1,45030
2806883,40,1,17200
2806883,4,0,NA
2806883,2,0,NA
2806914,28,1,24000
2806914,33,1,28000
2806914,4,0,NA
2806914,1,0,NA
2807278,41,1,13000
2807278,14,0,NA
2807278,12,0,NA
2807445,68,1,19000
2807510,36,1,19000
2807510,34,1,25000
2807510,16,2,0
2807510,9,0,NA
2807510,14,0,NA
2807510,12,0,NA
2807642,42,1,34304
2807703,47,1,18000
2807912,61,1,33000
2808310,63,2,24000
2808310,59,1,10000
2808310,35,2,7200
2808357,41,1,58600
2808481,57,1,72400
2808481,56,1,1800
2808498,45,1,21000
2808498,44,1,20000
2808498,12,0,NA
2808537,48,1,9000
2808537,49,1,45000
2808537,20,2,0
2808537,18,2,0
2808763,33,1,50000
2808763,27,2,0
2808763,2,0,NA
2808811,45,1,13400
2808811,9,0,NA
2808811,5,0,NA
2808816,41,1,87150
2808907,58,1,17400
2808907,54,1,17500
2809183,77,2,12640
2809355,62,2,34500
2809670,22,1,12100
2809670,51,1,2200
2810309,44,1,52000
2810309,47,1,36600
2810309,18,1,330
2810320,53,1,18000
2810320,57,2,8700
2810526,22,1,7000
2810610,42,1,57000
2810810,53,1,40000
2810875,74,1,202300
2810875,69,2,8500
2810922,41,1,29700
2810922,73,2,8100
2811119,24,1,18000
2811119,24,1,5700
2811119,4,0,NA
2811119,2,0,NA
2811119,0,0,NA
2811375,76,2,25600
2811375,65,2,16400
2811488,80,2,29100
2811488,79,2,14700
2811730,58,2,10800
2811730,59,2,17800
2811795,62,1,14950
2811795,59,1,14950
2811795,38,2,4100
2811795,35,2,4100
2811795,32,1,23000
2811796,63,1,5400
2811796,47,1,35500
2811829,65,2,1500
2811829,43,1,8000
2811903,47,1,15200
2811903,16,2,0
2812038,53,1,39000
2812117,44,1,40000
2812117,48,1,47500
2812138,60,1,7700
2812138,61,1,51770
2812192,30,1,60000
2812192,30,2,3000
2812192,1,0,NA
2812192,1,0,NA
2812192,11,0,NA
2812198,32,1,40000
2812198,29,1,10000
2812198,8,0,NA
2812198,7,0,NA
2812198,5,0,NA
2812472,30,1,70600
2812472,28,1,22000
2812472,7,0,NA
2812472,5,0,NA
2812582,41,1,35100
2812582,43,1,44000
2812582,17,1,2700
2812597,32,1,32000
2812678,30,1,36500
2812678,22,1,25000
2812678,9,0,NA
2812678,7,0,NA
2812849,33,1,26000
2812849,41,1,290
2812849,0,0,NA
2812849,14,0,NA
2813084,48,2,6100
2813208,48,1,27000
2813208,42,1,25000
2813208,15,0,0
2813208,11,0,NA
2813208,6,0,NA
2813240,48,1,27090
2813240,44,1,44900
2813240,18,1,3020
2813263,31,1,85000
2813482,51,2,52800
2813482,49,1,45800
2813482,15,0,3000
2813482,12,0,NA
2813696,43,1,36400
2813696,44,1,9800
2813696,16,1,1200
2813696,13,0,NA
2813829,50,2,4800
2813829,58,2,6700
2813917,20,1,15000
2813917,23,1,9000
2814485,41,1,30000
2814485,41,1,11000
2814485,17,2,0
2814485,17,2,0
2814665,45,1,30000
2814707,84,2,80800
2814707,82,2,0
2814943,57,1,39000
2814943,63,1,35800
2815050,57,1,11500
2815078,58,1,9660
2815135,64,2,16740
2815498,64,1,15000
2815498,58,1,28200
2815498,39,1,9000
2815498,20,1,6000
2815498,4,0,NA
2815498,3,0,NA
2815542,42,1,39400
2815542,42,1,65000
2815542,20,1,17000
2815542,15,0,0
2815542,13,0,NA
2815565,51,1,32000
2815565,50,1,47200
2815630,51,2,7000
2815716,39,1,63000
2815716,35,1,40000
2815716,18,1,11000
2815716,16,2,0
2815716,4,0,NA
2815716,4,0,NA
2815843,28,1,12000
2815843,30,1,9000
2815843,8,0,NA
2815843,4,0,NA
2815843,2,0,NA
2815906,35,1,35700
2815906,30,1,19300
2816037,72,2,19270
2816161,42,1,40000
2816216,42,1,77200
2816216,40,1,15700
2816216,12,0,NA
2816216,10,0,NA
2816220,41,1,4000
2816220,13,0,NA
2816288,54,2,0
2816288,63,2,11000
2816637,42,1,21000
2816637,21,1,12000
2816637,16,2,0
2816850,28,1,17700
2816850,8,0,NA
2816850,1,0,NA
2816994,48,1,32500
2816994,47,1,15500
2816994,17,1,1500
2817275,32,1,70500
2817275,5,0,NA
2817275,0,0,NA
2817275,6,0,NA
2817275,25,2,0
2817383,29,1,33200
2817513,38,1,18400
2817513,54,1,13600
2817678,41,1,71850
2817678,40,1,10600
2817678,9,0,NA
2817678,8,0,NA
2817678,6,0,NA
2818057,20,1,5000
2818437,47,1,1e+05
2818437,50,1,68330
2818525,29,1,44370
2818525,8,0,NA
2818525,25,1,19000
2818580,54,1,180000
2818580,51,1,22000
2818679,77,2,5300
2818679,79,2,34200
2818822,27,1,28000
2818822,29,1,25000
2818822,28,2,0
2818987,25,1,15160
2818987,23,1,14400
2818995,32,1,54000
2818995,33,1,26000
2819004,82,2,12200
2819123,50,1,23000
2819123,49,1,19000
2819123,13,0,NA
2819123,10,0,NA
2819128,65,2,119200
2819128,59,2,10000
2819232,79,2,10000
2819232,40,1,9460
2819232,30,1,36000
2819341,52,2,35200
2819341,8,0,NA
2819341,33,1,8000
2819480,44,1,36200
2819480,35,1,26500
2819480,12,0,NA
2819480,10,0,NA
2819480,4,0,NA
2819480,2,0,NA
2819480,2,0,NA
2820030,46,1,24000
2820030,44,1,28400
2820030,12,0,NA
2820082,72,2,12400
2820082,31,2,0
2820082,0,0,NA
2820082,54,2,0
2820082,41,1,35000
2820082,52,2,0
2820271,34,1,35300
2820271,37,1,5300
2820271,17,2,0
2820379,54,1,64000
2820379,53,1,38200
2820379,21,1,7000
2820461,45,2,19800
2820461,31,2,0
2820461,11,0,NA
2820461,9,0,NA
2820461,8,0,NA
2820461,5,0,NA
2820686,39,1,28000
2820686,9,0,NA
2820686,7,0,NA
2820686,15,0,0
2820893,52,1,51000
2820893,53,1,31300
2820964,80,2,46000
2821241,85,1,184100
2821241,89,1,133200
2821311,44,1,43030
2821311,45,1,40000
2821532,67,1,43000
2821532,67,1,9400
2821547,20,1,9000
2821547,19,1,18000
2821547,1,0,NA
2821568,35,1,39000
2821568,15,0,0
2821615,49,1,72000
2821655,52,1,100500
2821842,43,1,40000
2821842,52,1,23000
2821957,34,1,34500
2821957,37,1,25700
2821957,13,0,NA
2821957,9,0,NA
2822114,40,1,62310
2822114,40,1,6500
2822114,12,0,NA
2822114,9,0,NA
2822192,45,2,13900
2822192,17,1,750
2822206,44,1,33120
2822206,54,2,31200
2822519,22,1,9600
2822519,21,1,20800
2822519,19,1,11200
2822818,93,2,20400
2823192,31,1,38000
2823192,13,0,NA
2823192,10,0,NA
2823322,51,1,32000
2823322,42,1,4350
2823324,72,2,12000
2823324,71,2,6000
2823357,48,1,40000
2823357,49,2,0
2823566,44,1,15700
2823566,43,2,0
2823566,17,1,3700
2823566,6,0,NA
2823566,2,0,NA
2823670,44,1,30600
2823670,42,2,0
2823670,18,1,7000
2823670,17,1,3700
2823998,67,1,16900
2823998,68,2,5000
2824181,32,1,236000
2824218,46,1,59400
2824218,40,1,36200
2824272,44,2,1000
2824337,78,2,23400
2824337,83,2,5300
2824501,35,1,13000
2824501,18,2,1100
2824501,0,0,NA
2824501,26,1,13400
2825026,54,2,11700
2825460,40,2,0
2825460,8,0,NA
2825805,29,1,10930
2825820,72,2,6300
2826222,37,1,26800
2826222,35,1,25000
2826222,11,0,NA
2826222,8,0,NA
2826292,62,1,53000
2826384,53,1,-10000
2826384,29,1,30000
2826433,58,2,5300
2826624,38,1,32800
2826624,37,1,25400
2826624,16,2,0
2826624,13,0,NA
2826737,76,2,10300
2826948,28,1,69260
2826948,26,1,38000
2826948,0,0,NA
2827035,47,1,40000
2827045,83,2,6900
2827181,29,2,0
2827181,53,1,55000
2827209,19,1,11650
2827209,20,1,11000
2827287,58,1,62040
2827287,37,2,1500
2827287,1,0,NA
2827287,15,0,0
2827287,13,0,NA
2827687,40,1,40000
2827687,41,1,2000
2827687,6,0,NA
2827687,1,0,NA
2827935,21,2,0
2827935,23,1,21000
2827935,2,0,NA
2827935,1,0,NA
2828043,63,2,9000
2828043,39,1,2000
2828115,93,2,6000
2828153,24,1,30000
2828153,23,1,12000
2828402,44,1,41400
2828402,24,2,0
2828468,72,2,11700
2828468,63,2,0
2828656,52,1,43000
2828656,49,2,830
2828656,29,1,15400
2828656,1,0,NA
2828675,66,2,33540
2828947,93,2,27300
2829083,45,1,53500
2829083,17,2,0
2829116,71,2,65000
2829116,71,2,9000
2829116,40,1,2400
2829187,34,1,8810
2829187,4,0,NA
2829187,55,2,1400
2829187,39,1,9850
2829223,67,1,7350
2829223,70,2,5300
2829267,30,1,6500
2829369,25,1,14400
2829369,27,1,18000
2829369,25,1,23000
2829378,76,2,19000
2829378,70,2,6000
2829415,61,1,17800
2829436,56,1,69600
2829501,44,1,45500
2829501,42,1,30000
2829548,47,1,50000
2829548,44,1,6000
2829548,18,1,7000
2829548,17,2,0
2829548,11,0,NA
2829775,55,1,120000
2829836,36,1,28500
2829836,27,2,0
2829836,7,0,NA
2829836,4,0,NA
2829836,0,0,NA
2829959,78,2,13500
2830089,73,2,26800
2830291,55,1,36000
2830291,57,1,29030
2830291,21,1,2500
2830291,50,1,51050
2830466,27,1,35000
2830466,25,1,14900
2830466,3,0,NA
2830466,0,0,NA
2830477,53,1,5100
2830765,41,1,29000
2830765,43,1,4200
2830765,17,1,1700
2830765,11,0,NA
2830865,28,1,79300
2830875,33,1,40000
2830875,24,1,9000
2831052,18,1,10300
2831052,1,0,NA
2831052,36,1,7890
2831052,8,0,NA
2831052,2,0,NA
2831071,35,1,8000
2831202,72,2,48300
2831263,64,1,40740
2831388,47,1,36000
2831388,54,1,28000
2831671,35,1,42000
2831671,37,1,21000
2831671,11,0,NA
2831671,9,0,NA
2831793,60,2,42700
2831793,57,2,700
2831822,73,2,20050
2831822,39,1,15900
2831926,66,1,33000
2831926,41,1,40000
2831926,14,0,NA
2831926,12,0,NA
2831926,11,0,NA
2831926,43,1,2900
2831926,69,2,21200
2832209,42,1,48000
2832209,34,1,8000
2832209,15,0,0
2832279,48,1,14000
2832329,73,2,19300
2832364,37,1,35080
2832364,16,2,0
2832364,14,0,NA
2832560,36,1,29000
2832560,33,1,14000
2832560,6,0,NA
2832560,4,0,NA
2832560,2,0,NA
2832628,51,1,26000
2832628,45,2,3000
2832730,48,1,12300
2832730,51,1,12980
2832730,16,2,0
2832730,14,0,NA
2832730,11,0,NA
2832770,45,1,30000
2832770,45,1,17000
2832770,60,2,18200
2832889,73,2,15900
2832924,85,2,86740
2832924,76,2,5100
2833012,42,1,17100
2833012,20,1,10200
2833012,8,0,NA
2833209,87,2,4600
2833209,85,2,4300
2833209,44,1,53500
2833209,36,1,25500
2833209,33,2,6160
2833209,23,1,17500
2833209,16,2,0
2833209,10,0,NA
2833209,9,0,NA
2833209,9,0,NA
2833338,83,2,4710
2833666,56,1,80000
2833666,48,2,0
2833666,13,0,NA
2833868,32,1,26100
2833868,24,1,8800
2833868,5,0,NA
2833868,1,0,NA
2833868,22,1,21000
2833868,23,1,23000
2833967,76,2,13200
2833967,76,2,6190
2834220,28,1,17000
2834220,38,1,45000
2834220,11,0,NA
2834223,66,2,19600
2834223,67,2,23800
2834318,33,1,23000
2834366,49,1,110100
2834366,49,1,38900
2834366,18,1,3300
2834498,43,1,11700
2834498,36,1,15000
2834498,8,0,NA
2834498,5,0,NA
2834498,4,0,NA
2834625,39,1,11000
2834625,46,1,74000
2834625,18,1,5000
2834625,14,0,NA
2834625,11,0,NA
2834652,46,1,91700
2834652,41,1,35500
2834747,41,1,12000
2834747,33,1,18500
2834747,39,1,15500
2834747,21,1,13000
2835051,47,1,60000
2835051,40,1,17000
2835051,6,0,NA
2835233,72,1,45600
2835233,74,2,8300
2835398,37,1,25004
2835404,40,1,50000
2835404,36,2,0
2835404,7,0,NA
2835404,6,0,NA
2835412,79,2,14200
2835412,65,2,11900
2835507,71,2,3000
2835565,55,1,38000
2835565,50,1,32000
2835565,15,0,0
2836077,47,1,18000
2836077,47,2,0
2836077,10,0,NA
2836149,83,2,0
2836149,47,2,33600
2836222,26,1,4000
2836222,47,1,45000
2836222,35,1,35000
2836222,28,1,30000
2836621,21,1,5000
2836657,25,2,21000
2836657,27,2,0
2836657,26,2,0
2836657,25,2,0
2836852,28,1,23700
2836852,27,1,23700
2836852,8,0,NA
2836852,4,0,NA
2836852,1,0,NA
2837048,63,2,37000
2837048,59,2,0
2837109,65,2,12700
2837109,68,1,20100
2837229,34,1,14190
2837269,47,1,21600
2837339,33,1,30000
2837339,8,0,NA
2837612,22,2,0
2837714,36,1,44100
2837714,36,1,23300
2837714,12,0,NA
2837714,10,0,NA
2839493,29,1,21000
2839493,30,1,95000
