SERIALNO,AGE,WRKLYR,INCTOT
7088901,69,2,18400
7088901,60,2,5900
7089276,37,1,36000
7089276,27,2,0
7089276,10,0,NA
7089276,8,0,NA
7089276,6,0,NA
7089297,32,1,32000
7089297,30,1,32000
7089297,13,0,NA
7089297,7,0,NA
7089297,4,0,NA
7089341,28,1,15000
7089341,9,0,NA
7089341,6,0,NA
7089341,2,0,NA
7089379,27,1,40000
7089379,26,1,17000
7089922,61,1,42600
7089922,61,1,23020
7089968,36,1,15000
7089968,16,1,1300
7089968,3,0,NA
7089983,80,1,49600
7089983,62,1,34300
7090138,71,2,13170
7090138,58,2,0
7090244,33,1,43330
7090244,32,1,4060
7090244,0,0,NA
7090326,40,1,12000
7090326,12,0,NA
7090326,8,0,NA
7090326,22,1,4000
7090397,85,2,25200
7090448,41,1,38700
7090448,37,1,4000
7090448,16,1,1000
7090448,15,0,0
7090448,11,0,NA
7090448,10,0,NA
7090448,7,0,NA
7090558,23,2,0
7090558,33,2,0
7090558,2,0,NA
7090559,93,2,18200
7090559,83,2,4900
7090708,68,2,25200
7090708,64,2,11100
7090725,23,1,8000
7090881,66,1,19100
7090881,74,2,0
7091061,93,2,18900
7091211,71,2,20500
7091211,78,2,12200
7091211,48,2,0
7091211,43,2,3600
7091236,36,1,35300
7091236,15,0,0
7091236,14,0,NA
7091236,14,0,NA
7091236,36,1,19804
7091236,31,1,9100
7091276,78,2,17500
7091276,81,2,6600
7091770,70,2,18500
7091894,49,1,2700
7091910,63,1,30000
7091910,57,2,0
7092008,46,1,13000
7092008,19,1,8000
7092210,39,1,11300
7092210,59,1,14700
7092210,21,1,7700
7092210,0,0,NA
7092210,17,2,0
7092211,37,1,12000
7092211,36,1,36400
7092211,12,0,NA
7092211,6,0,NA
7092507,71,2,26500
7092543,87,2,30300
7092611,32,1,16000
7092611,25,1,26000
7092611,7,0,NA
7092905,47,1,39010
7092905,45,1,12000
7092913,35,1,47000
7092930,57,1,104000
7092930,50,1,65000
7092985,31,1,33000
7092985,33,2,0
7092985,6,0,NA
7092985,1,0,NA
7092985,0,0,NA
7093117,20,2,0
7093146,41,1,40000
7093146,34,1,29000
7093146,17,1,2600
7093146,16,2,0
7093146,0,0,NA
7093412,40,1,17100
7093412,37,1,10000
7093412,9,0,NA
7093412,5,0,NA
7093428,79,2,25300
7093461,29,1,32000
7093461,22,1,15500
7093461,0,0,NA
7093565,24,1,13300
7093565,25,1,7000
7093616,59,1,66500
7093627,36,1,60080
7093627,35,2,0
7093627,13,0,NA
7093627,12,0,NA
7094233,57,1,120000
7094233,46,1,96000
7094348,40,2,0
7094348,32,2,2000
7094348,16,1,460
7094348,1,0,NA
7094348,0,0,NA
7094423,22,1,7900
7094423,3,0,NA
7094587,52,1,50700
7094587,59,1,36000
7095032,24,1,25000
7095164,53,1,32000
7095164,32,1,22000
7095164,9,0,NA
7095164,7,0,NA
7095253,93,2,11000
7095433,36,1,33000
7095433,37,1,12000
7095433,9,0,NA
7095433,5,0,NA
7095433,3,0,NA
7095480,44,1,20100
7095563,53,1,18000
7095563,56,2,6000
7095666,54,1,38000
7095666,49,1,9300
7095803,64,2,43300
7095803,49,2,0
7095958,78,2,31600
7096059,27,1,19500
7096225,57,1,60000
7096225,50,2,0
7096274,44,1,32000
7096274,46,1,84000
7096274,16,1,1200
7096274,14,0,NA
7096274,12,0,NA
7096730,53,1,25790
7096730,44,1,30800
7096730,18,2,0
7096730,15,0,0
7096926,38,1,25200
7096926,42,1,29500
7096926,8,0,NA
7097113,19,1,5000
7097195,72,2,9400
7097283,37,1,6900
7097283,18,1,10000
7097283,10,0,NA
7097283,6,0,NA
7097283,0,0,NA
7097863,31,1,24000
7097863,10,0,NA
7097863,4,0,NA
7097891,51,1,3440
7097891,48,1,11200
7097891,5,0,NA
7098003,77,2,3500
7098003,70,2,3600
7098003,46,1,20000
7098330,56,1,44020
7098330,48,1,25020
7098438,45,1,16200
7098478,48,1,50430
7098478,37,1,13530
7098478,8,0,NA
7098478,0,0,NA
7098513,89,2,9000
7098602,30,1,34490
7098628,47,1,16800
7098628,44,1,15600
7098628,17,1,1000
7098628,15,0,0
7098628,15,0,0
7098867,83,2,15500
7098867,81,2,4870
7098885,73,2,26500
7098885,71,2,15200
7099052,30,1,26400
7099052,19,2,0
7099052,30,2,0
7099052,0,0,NA
7099582,43,1,20000
7099582,41,2,0
7099582,16,1,360
7099656,35,1,49000
7099656,34,2,0
7099656,7,0,NA
7099656,5,0,NA
7099715,68,2,18800
7099764,30,1,18000
7099764,29,1,24000
7100145,29,1,15500
7100145,24,1,23000
7100145,2,0,NA
7100343,38,1,35000
7100411,60,1,40400
7100551,70,2,22400
7100551,65,1,3650
7100650,50,1,15500
7100650,47,1,14000
7100723,52,1,42700
7100845,32,1,40000
7100845,32,1,6700
7100845,9,0,NA
7100845,6,0,NA
7100845,3,0,NA
7100845,0,0,NA
7100986,75,2,9300
7101132,36,1,30600
7101132,38,1,5400
7101132,8,0,NA
7101132,5,0,NA
7101132,4,0,NA
7101290,53,1,52000
7101290,30,1,7500
7101515,21,1,8000
7101538,29,1,49000
7101538,33,1,35000
7101538,21,1,12000
7101538,22,2,0
7101585,63,1,22500
7101585,61,2,0
7101842,89,2,44000
7101842,74,2,8000
7101842,76,2,2400
7101990,20,1,13000
7101990,56,1,51900
7102002,35,1,30000
7102002,34,1,30000
7102157,48,2,0
7102168,47,1,33850
7102168,41,1,39000
7102318,32,1,40000
7102318,27,2,0
7102318,12,0,NA
7102318,7,0,NA
7102318,3,0,NA
7102442,48,1,-800
7102442,73,2,7800
7102510,38,1,6900
7102510,43,2,6100
7102510,11,0,NA
7102510,9,0,NA
7102728,39,2,30000
7102728,37,1,4900
7102728,11,0,NA
7102728,7,0,NA
7102857,74,2,7200
7102902,31,1,25000
7102902,3,0,NA
7102902,30,1,24000
7102978,25,1,21400
7103099,87,2,17130
7103099,69,2,14860
7103099,59,1,24000
7103178,55,1,50000
7104041,52,1,60000
7104110,25,1,25000
7104110,28,1,22000
7104221,34,1,16500
7104221,53,1,3700
7104584,37,1,7000
7104774,32,1,7570
7104774,14,0,NA
7104774,10,0,NA
7104774,0,0,NA
7104912,19,1,2000
7104971,73,1,31600
7104971,65,2,5000
7104988,57,1,22600
7104988,43,1,37000
7105046,41,2,6100
7105360,52,1,25000
7105360,52,1,20000
7105479,51,1,135000
7105479,41,1,135000
7105479,21,1,4500
7105532,44,1,50100
7105702,83,2,27200
7105702,75,2,7800
7106195,47,1,55000
7106195,44,2,40000
7106195,12,0,NA
7106195,6,0,NA
7106217,29,1,25220
7106217,28,1,15000
7106217,7,0,NA
7106217,4,0,NA
7106250,46,1,65000
7106250,51,1,65000
7106250,12,0,NA
7106806,30,1,3000
7106806,30,1,4800
7106806,13,0,NA
7106806,12,0,NA
7106806,7,0,NA
7106806,0,0,NA
7107005,60,2,1500
7107014,75,2,15600
7107014,70,2,2700
7107063,31,1,21000
7107063,1,0,NA
7107063,28,1,13000
7107163,54,1,46780
7107374,24,1,30000
7107576,63,1,40000
7107599,30,2,13600
7107599,32,1,5000
7107753,93,2,38400
7107805,59,1,43000
7107805,59,2,0
7107910,25,1,15000
7107963,82,1,69100
7107963,86,2,10300
7108030,46,1,6020
7108065,27,1,43000
7108065,30,1,450
7108065,5,0,NA
7108065,1,0,NA
7108079,42,1,3000
7108079,41,2,0
7108079,15,0,0
7108079,12,0,NA
7108079,7,0,NA
7108165,32,1,56000
7108165,5,0,NA
7108222,61,2,40000
7108222,61,1,9000
7108229,24,1,24000
7108229,22,1,27000
7108457,78,2,15700
7108573,68,1,15600
7108573,69,2,5800
7108618,47,1,71500
7108618,81,2,24400
7108618,87,2,17500
7108618,54,1,85000
7108708,25,2,0
7108857,74,1,23000
7109637,30,1,60000
7109637,28,1,16400
7109637,1,0,NA
7109637,1,0,NA
7109805,64,2,41400
7109805,68,2,5800
7109805,74,2,13500
7109826,41,2,0
7109826,40,1,28000
7109826,14,0,NA
7109826,12,0,NA
7109826,9,0,NA
7109903,37,1,66300
7109903,35,1,45000
7109903,4,0,NA
7109903,0,0,NA
7110147,64,2,580
7110147,66,2,1200
7110159,24,1,26000
7110159,26,1,69000
7110159,5,0,NA
7110159,3,0,NA
7110391,26,1,9140
7110391,23,1,18100
7110726,18,1,1000
7110759,51,1,29000
7110759,31,1,24000
7110759,27,1,18000
7110782,63,2,16300
7110782,61,1,10034
7110844,18,1,2800
7110967,59,1,38300
7110967,52,1,37000
7111261,29,1,17600
7111261,27,1,27900
7111261,11,0,NA
7111309,83,2,22900
7111351,47,1,40000
7111351,43,2,0
7111351,41,1,11600
7111372,44,1,27700
7111372,37,1,18000
7111372,16,1,2000
7111372,8,0,NA
7111372,19,1,6830
7111489,40,1,39000
7111489,21,2,0
7111489,20,1,12250
7111489,17,1,250
7111748,24,1,7000
7111748,1,0,NA
7111748,23,1,19000
7112053,20,1,1504
7112079,55,1,29000
7112079,22,1,2400
7112200,44,1,36000
7112200,39,1,1000
7112200,19,1,11000
7112200,8,0,NA
7112472,38,1,10000
7112472,45,1,74000
7112624,73,2,6600
7112624,45,2,0
7112871,61,1,137000
7112871,59,1,22000
7112878,56,1,371000
7112878,55,2,0
7113005,41,1,63900
7113005,35,1,5700
7113071,56,2,16000
7113076,55,2,48800
7113076,51,1,10600
7113076,14,0,NA
7113076,14,0,NA
7113556,56,1,36100
7113680,22,1,7000
7113704,48,1,10500
7113704,37,1,45200
7113769,51,1,32500
7113789,51,2,7700
7113963,56,1,28000
7114165,36,1,35000
7114165,33,1,800
7114165,9,0,NA
7114165,7,0,NA
7114576,79,2,10200
7114788,37,1,40000
7114942,83,2,7000
7115312,43,2,0
7115312,37,1,15000
7115312,5,0,NA
7115312,3,0,NA
7115395,61,1,38200
7115475,37,1,41000
7115475,32,1,21000
7115475,2,0,NA
7115790,23,1,11900
7115790,24,1,2200
7115790,4,0,NA
7115790,2,0,NA
7115904,27,1,18000
7115904,2,0,NA
7115934,83,2,28100
7115934,47,1,29000
7116047,39,2,0
7116047,42,1,31800
7116047,17,1,600
7116047,14,0,NA
7116059,23,1,15000
7116059,21,1,14200
7116059,20,1,15000
7116117,46,1,16610
7116117,44,1,1800
7116161,49,1,16000
7116161,48,2,0
7116329,53,1,28220
7116329,50,1,4500
7116859,50,1,69000
7116859,54,1,49080
7117008,67,2,10000
7117008,67,2,5700
7117203,56,1,48000
7117215,41,1,32004
7117215,42,1,12400
7117215,17,1,940
7117215,15,0,800
7117215,10,0,NA
7117262,68,1,17930
7117329,32,1,37900
7117329,30,1,13200
7117329,10,0,NA
7117329,8,0,NA
7117329,4,0,NA
7117348,34,1,28300
7117348,33,1,21500
7117348,3,0,NA
7117348,1,0,NA
7118280,47,1,46000
7118280,46,1,34500
7118280,18,1,10800
7118280,16,1,4100
7118294,37,1,31000
7118305,59,1,48000
7118438,71,2,15900
7118438,9,0,NA
7118443,43,1,27700
7118443,13,0,NA
7118482,36,1,96000
7118482,35,2,0
7118482,8,0,NA
7118482,6,0,NA
7118482,1,0,NA
7118513,70,2,24100
7118513,65,1,20400
7118513,84,2,8700
7118637,51,1,24000
7118637,50,1,34400
7118637,18,1,4000
7119078,85,2,12000
7119078,75,2,3600
7119078,46,2,3604
7119283,35,1,30000
7119283,31,1,20000
7119283,4,0,NA
7119283,2,0,NA
7119283,27,1,25000
7119283,26,1,25000
7119323,47,1,1e+05
7119323,45,1,36000
7119391,45,1,30500
7119391,45,1,6000
7119391,17,1,6000
7119391,14,0,NA
7119391,12,0,NA
7119391,9,0,NA
7119391,7,0,NA
7119537,62,2,50200
7119611,32,2,0
7119611,28,1,10000
7119611,51,1,6000
7119611,42,1,5000
7119611,35,1,5000
7119611,18,1,6000
7119780,45,1,15000
7119780,48,1,29500
7119890,31,1,35000
7119890,38,1,25000
7119890,15,0,0
7119989,67,2,53000
7119989,75,2,33700
7120182,59,2,25000
7120182,56,2,0
7120182,32,1,9800
7120352,51,2,6000
7120537,40,1,20800
7120537,13,0,NA
7120537,11,0,NA
7120807,68,2,56600
7120807,71,2,6000
7121221,86,2,16100
7121238,54,1,52840
7121238,52,1,11000
7121238,16,2,0
7121307,44,1,10200
7121307,16,2,0
7121307,12,0,NA
7121307,9,0,NA
7121307,6,0,NA
7121443,60,2,18310
7121443,59,1,6000
7121443,33,1,1700
7121518,77,2,10000
7121666,48,1,38000
7121666,47,1,22000
7121666,17,1,7800
7121666,16,2,0
7121666,14,0,NA
7121890,52,1,6300
7121917,74,2,31000
7122035,37,2,1000
7122115,42,2,4300
7122125,32,1,43620
7122125,37,1,41500
7122305,54,1,39800
7122305,65,1,63300
7122507,44,1,25000
7122507,18,1,4200
7122507,16,2,0
7122507,19,2,0
7122630,39,1,11000
7123113,30,1,12800
7123113,1,0,NA
7123113,1,0,NA
7123113,27,2,0
7123412,42,1,41300
7123412,12,0,NA
7123412,8,0,NA
7123455,36,1,13000
7123455,15,0,0
7123455,4,0,NA
7123455,3,0,NA
7123503,44,1,45000
7123503,39,1,6000
7123503,19,1,400
7123503,16,1,1850
7123503,9,0,NA
7123705,87,2,14000
7123905,27,1,4000
7123905,26,1,45000
7123905,58,1,82000
7123905,54,1,66000
7124059,49,1,12000
7124059,48,1,8000
7124269,76,2,18260
7124312,53,1,61000
7124312,52,1,25000
7124312,21,1,7000
7124391,50,2,7200
7124391,42,1,50400
7124395,46,2,18800
7124395,54,1,27900
7124395,78,2,8404
7124452,78,2,10000
7124766,65,1,59050
7124766,54,1,26000
7124778,41,1,30000
7124778,14,0,NA
7124778,11,0,NA
7124778,40,1,23000
7124789,27,1,14330
7124789,23,1,12100
7124822,62,2,12900
7124822,62,1,40000
7124822,86,2,5420
7124826,54,1,19000
7124826,55,1,69100
7124890,32,1,11300
7124890,32,1,14800
7124890,10,0,NA
7124890,5,0,NA
7124890,30,1,670
7124905,52,1,60000
7124905,48,1,19140
7125028,68,1,21000
7125028,64,2,0
7125154,46,1,7000
7125508,23,1,11000
7125508,24,1,20000
7125735,62,1,37900
7125735,61,2,0
7125901,50,1,34500
7125901,51,1,13130
7125941,34,1,37000
7126007,45,1,37000
7126007,53,1,87000
7126090,66,2,52300
7126090,61,2,11600
7126128,78,2,9800
7126128,76,2,4800
7126308,77,2,5200
7126338,41,1,40200
7126338,43,1,15000
7126338,8,0,NA
7126386,58,1,30000
7126386,36,2,0
7126581,33,1,55000
7126581,31,1,39000
7126629,33,1,46000
7126629,15,0,0
7126629,12,0,NA
7126629,39,1,8000
7126642,35,1,49020
7126642,35,1,17100
7127025,83,2,5300
7127034,41,1,22000
7127034,43,2,0
7127034,16,1,940
7127034,13,0,NA
7127037,60,2,0
7127037,62,1,18000
7127223,29,1,33200
7127223,30,1,28500
7127223,6,0,NA
7127223,6,0,NA
7127495,39,1,20000
7127495,33,1,17800
7127495,11,0,NA
7127495,8,0,NA
7127612,66,1,62900
7127612,68,1,19000
7127721,87,2,7500
7127893,46,1,50100
7127893,46,1,26100
7127978,37,1,17000
7127978,59,1,22600
7127978,24,1,13300
7128115,20,1,6000
7128352,27,1,31000
7128352,28,1,55000
7128459,68,2,12500
7128490,33,1,42000
7128490,30,1,10400
7128490,1,0,NA
7128490,0,0,NA
7128490,9,0,NA
7128490,5,0,NA
7128800,33,2,0
7128992,35,1,32000
7128992,36,1,1e+05
7128992,4,0,NA
7128992,1,0,NA
7129051,52,1,15000
7129160,19,1,30000
7129160,43,1,33000
7129221,67,2,0
7129221,53,2,1300
7129346,51,1,56600
7129346,51,1,18700
7129607,23,1,9800
7129607,22,1,9400
7129607,2,0,NA
7129824,76,2,40400
7129824,68,1,20200
7130099,20,1,22000
7130099,21,1,19000
7130142,67,1,47800
7130142,65,2,19100
7130142,45,1,42500
7130142,93,2,6150
7130156,63,1,33300
7130156,50,1,-1300
7130631,44,1,20000
7130676,32,1,30000
7130676,24,1,12100
7130890,33,1,24000
7130890,25,1,2000
7130890,7,0,NA
7130890,5,0,NA
7130941,77,2,21100
7130941,52,2,14300
7131021,22,1,11000
7131021,21,1,7000
7131095,88,2,139100
7131236,66,1,148900
7131236,62,1,68700
7131382,52,1,92600
7131382,48,1,28200
7131382,9,0,NA
7131518,41,1,60000
7131518,12,0,NA
7131518,9,0,NA
7131518,31,1,21400
7131533,84,2,17830
7131601,52,1,45000
7131722,51,1,17000
7131778,20,1,22300
7131778,19,1,20300
7131778,19,1,19800
7131894,71,1,16230
7131894,54,1,13000
7131894,43,1,28600
7131894,39,1,10000
7131894,14,0,NA
7131894,12,0,NA
7131894,33,2,0
7131921,77,2,15100
7131921,70,2,12500
7132021,33,1,28300
7132021,31,1,24900
7132021,11,0,NA
7132021,7,0,NA
7132021,36,1,17000
7133149,55,1,47500
7133149,45,1,101000
7133149,17,1,5700
7133149,15,0,2900
7133236,39,1,35000
7133236,21,1,11000
7133283,33,1,13700
7133283,15,0,0
7133283,15,0,0
7133283,13,0,NA
7133283,13,0,NA
7133283,13,0,NA
7133283,12,0,NA
7133283,8,0,NA
7133283,1,0,NA
7133283,1,0,NA
7133504,27,1,24000
7133504,26,2,0
7133504,3,0,NA
7133504,1,0,NA
7133526,60,2,55700
7133526,59,2,0
7133540,85,2,26400
7133926,52,1,150000
7133926,46,2,0
7133926,5,0,NA
7134055,79,2,22500
7134138,37,1,164450
7134138,31,1,15800
7134138,0,0,NA
7134296,48,1,42000
7134296,43,2,0
7134296,14,0,NA
7134359,27,1,5000
7134359,25,1,5000
7134370,28,1,27000
7134417,44,1,40120
7134417,41,1,16600
7134417,17,1,480
7134417,8,0,NA
7134417,20,1,6000
7134417,13,0,NA
7134417,13,0,NA
7134453,29,1,32990
7134453,30,1,34000
7134525,36,1,38000
7134627,34,1,24100
7134627,32,1,2600
7134627,6,0,NA
7134627,4,0,NA
7134627,12,0,NA
7134627,10,0,NA
7134752,54,1,43510
7135007,37,2,7500
7135031,51,1,10000
7135269,36,1,21000
7135269,35,2,0
7135269,14,0,NA
7135269,3,0,NA
7135269,1,0,NA
7135382,28,1,15050
7135410,65,1,49400
7135410,67,2,0
7135579,75,2,43400
7135595,37,1,21700
7135595,13,0,NA
7135595,9,0,NA
7135636,70,2,21500
7135636,59,1,43500
7135828,74,1,34400
7135828,67,1,40000
7135872,31,1,30000
7136327,77,2,16900
7136518,31,1,49500
7136543,56,1,22000
7136543,37,1,16500
7136543,26,1,3000
7136545,30,1,26500
7136545,28,1,3500
7136545,6,0,NA
7136545,3,0,NA
7136722,56,2,50830
7136722,56,2,0
7137165,43,1,71500
7137165,48,1,17000
7137165,14,0,NA
7137165,12,0,NA
7137178,76,1,12150
7137413,40,1,135000
7137413,40,2,0
7137413,10,0,NA
7137413,8,0,NA
7137413,5,0,NA
7137413,38,1,7040
7137939,48,1,49300
7137939,56,1,39000
7137939,18,1,2000
7138086,76,1,29800
7138086,70,1,5800
7138099,93,2,5100
7138138,33,1,23000
7138138,56,1,14000
7138404,26,1,39200
7138404,64,2,0
7138404,55,2,0
7138487,29,1,9000
7138487,2,0,NA
7138487,24,1,26900
7138951,62,1,236000
7138951,62,2,8000
7138975,75,2,29800
7139139,19,1,3500
7139234,46,1,15000
7139234,48,1,40000
7139234,23,1,18000
7139234,17,2,8000
7139340,93,2,9100
7139507,27,1,600
7139562,51,1,3600
7139681,33,1,32000
7139681,30,1,1500
7139681,8,0,NA
7139681,6,0,NA
7139681,4,0,NA
7139681,1,0,NA
7139768,40,1,38500
7139768,37,1,2000
7139768,16,2,0
7139768,10,0,NA
7139911,36,1,55000
7139911,36,1,800
7139911,5,0,NA
7139911,2,0,NA
7139923,49,1,175000
7139923,46,1,1700
7139923,17,1,80
7139923,14,0,NA
7139945,28,1,13200
7139945,27,1,29500
7139945,9,0,NA
7139945,7,0,NA
7139952,42,1,32600
7140063,24,1,40000
7140063,29,1,40000
7140110,54,1,32000
7140110,62,1,13600
7140282,43,1,47000
7140282,48,1,87000
7140282,14,0,NA
7140282,10,0,NA
7140286,38,1,25000
7140646,57,2,25100
7140677,58,1,60000
7140677,55,1,7300
7140677,20,1,18000
7140677,17,1,3300
7140677,15,0,0
7140707,61,1,25000
7140707,50,1,36000
7140762,40,1,45000
7140762,37,1,27000
7140762,10,0,NA
7141117,30,1,36000
7141117,24,1,18000
7141117,23,1,1200
7141177,42,1,86000
7141177,47,1,30000
7141438,77,2,11100
7141501,75,2,15000
7141659,48,2,0
7141816,76,2,15100
7141816,71,2,5600
7141874,47,2,0
7142012,35,1,21300
7142012,9,0,NA
7142012,13,0,NA
7142012,54,1,570
7142012,32,1,45000
7142037,33,1,63050
7142037,8,0,NA
7142037,5,0,NA
7142137,87,2,41100
7142415,79,2,27900
7142518,82,2,20700
7142579,44,2,3900
7142579,17,2,0
7142579,3,0,NA
7142689,25,1,1800
7142689,22,1,14700
7142848,38,1,20000
7142856,29,1,25000
7142856,28,1,25000
7143274,42,1,960
7143283,53,1,45050
7143283,47,1,7010
7143283,17,1,800
7143297,53,1,36300
7143297,56,1,6120
7143634,41,1,75000
7143634,41,1,23000
7143634,5,0,NA
7143671,42,1,28320
7143671,43,2,0
7144010,43,1,299000
7144010,38,1,21000
7144010,15,0,470
7144010,12,0,NA
7144010,11,0,NA
7144079,42,1,40000
7144079,35,2,0
7144079,6,0,NA
7144079,5,0,NA
7144130,33,1,14700
7144130,4,0,NA
7144130,2,0,NA
7144130,37,1,20800
7144130,18,2,0
7144130,17,1,6800
7144130,14,0,NA
7144130,1,0,NA
7144532,39,2,2000
7144532,13,0,NA
7144532,12,0,NA
7144545,93,2,7380
7144545,88,2,0
7144659,39,1,24600
7144659,41,1,6400
7144659,6,0,NA
7144659,0,0,NA
7145077,84,1,20700
7145077,78,2,4600
7145277,86,2,37200
7145317,26,1,1600
7145317,20,1,1600
7145317,18,1,1600
7145404,72,2,2600
7145404,69,2,4800
7145571,57,1,6060
7145571,54,1,1700
7145571,89,2,9000
7145580,53,1,20530
7145580,22,1,5210
7145668,33,1,26300
7145668,37,1,7000
7145668,8,0,NA
7145668,2,0,NA
7145668,73,2,6000
7145712,54,1,8400
7145712,50,1,19400
7145852,26,1,11500
7145852,8,0,NA
7146172,35,1,44000
7146172,29,2,0
7146172,1,0,NA
7146473,38,1,48000
7146473,12,0,NA
7146473,32,1,18000
7146628,24,1,2800
7146628,3,0,NA
7146827,41,1,40000
7146827,11,0,NA
7146827,7,0,NA
7146827,44,1,52000
7147335,35,1,38500
7147335,36,1,25000
7147455,68,1,54550
7147524,42,1,25000
7147524,41,1,5800
7147524,18,1,4600
7147524,16,1,600
7147524,14,0,NA
7147728,42,1,46000
7147728,39,1,35000
7147728,3,0,NA
7147771,48,1,20000
7147771,48,1,11300
7147771,14,0,NA
7147819,36,1,13000
7147819,38,1,4400
7147819,19,1,400
7147819,17,2,0
7147819,9,0,NA
7147819,2,0,NA
7147903,38,1,145700
7147903,33,2,800
7147903,3,0,NA
7147903,1,0,NA
7148217,19,1,6700
7148218,39,1,54130
7148218,39,1,28800
7148218,12,0,NA
7148251,83,2,0
7148251,84,2,14900
7148313,68,2,47900
7148313,68,2,2900
7148453,63,1,105600
7148453,61,2,0
7148703,71,2,22810
7148703,73,2,7200
7149009,87,2,38600
7149009,78,2,0
7149019,24,1,11400
7149019,25,2,0
7149136,75,1,12200
7149136,70,2,12600
7149360,62,1,57000
7149574,42,1,33000
7149762,57,2,3600
7149832,49,1,44340
7149832,48,1,25000
7149908,57,1,12300
7150145,67,2,14120
7150145,48,1,39400
7150371,76,2,12000
7150371,42,2,5300
7150552,69,2,8700
7150552,74,2,34100
7150896,23,1,25000
7150896,22,1,28000
7150975,40,1,15000
7150975,18,2,0
7150975,15,0,8700
7150975,11,0,NA
7150975,19,1,2200
7151012,53,1,67000
7151012,25,1,12300
7151072,55,1,32000
7151119,35,1,58500
7151119,35,1,37300
7151119,4,0,NA
7151119,2,0,NA
7151273,51,1,40700
7151273,44,1,59500
7151285,93,2,9900
7151414,21,1,10200
7151587,25,1,1200
7151587,23,2,13000
7151587,2,0,NA
7151904,47,1,1010
7151904,14,0,NA
7152211,35,1,150000
7152211,36,1,150000
7152211,6,0,NA
7152211,1,0,NA
7152211,13,0,NA
7152336,0,0,NA
7152362,32,1,60000
7152362,36,2,0
7152362,8,0,NA
7152362,4,0,NA
7152554,64,2,18800
7152583,50,1,183000
7152583,47,1,62000
7152583,23,1,21000
7152583,16,2,0
7152597,42,2,0
7152597,40,1,23000
7152597,12,0,NA
7152597,8,0,NA
7153173,46,1,19100
7153173,45,2,4100
7153173,15,0,2700
7153291,51,1,48000
7153291,47,1,54000
7153291,16,1,300
7153291,13,0,NA
7153530,32,2,143400
7153680,52,1,69500
7153680,51,1,191000
7153680,16,1,760
7153898,59,2,17000
7153898,53,2,0
7154140,44,1,59000
7154140,48,2,5000
7154140,18,1,2800
7154140,15,0,31000
7154140,18,1,1500
7154140,14,0,NA
7154171,65,1,44300
7154171,64,2,41500
7154494,63,1,35000
7154494,45,1,26000
7154923,27,1,13000
7154923,25,1,9000
7154923,6,0,NA
7154923,2,0,NA
7154995,63,2,11180
7154995,56,2,0
7155043,40,1,40000
7155043,43,1,33300
7155043,8,0,NA
7155043,17,2,60
7155166,49,1,50000
7155166,48,2,0
7155166,16,2,0
7155166,12,0,NA
7155540,60,2,52900
7155540,53,1,36000
7155608,83,2,10100
7155686,53,1,56000
7155686,45,1,12000
7155786,93,2,33400
7155941,22,1,20000
7155941,23,1,13010
7155944,41,1,40800
7155944,41,1,28100
7155944,16,2,0
7155944,2,0,NA
7155952,46,1,40600
7155952,16,1,820
7155968,47,1,45000
7155968,45,2,0
7155968,19,1,8000
7156071,74,2,9900
7156471,26,1,20100
7156471,27,1,25000
7156794,44,1,297000
7156794,35,2,0
7156794,8,0,NA
7156794,6,0,NA
7156794,4,0,NA
7156908,54,1,29300
7156908,52,1,6000
7156908,23,1,1000
7156908,18,2,0
7156908,16,1,900
7156908,82,2,8400
7156959,83,2,39000
7157027,50,1,40000
7157027,57,1,760
7157476,20,2,0
7157476,24,1,7000
7157476,3,0,NA
7157634,42,1,65000
7157634,38,1,1200
7158031,39,1,30000
7158059,41,1,24000
7158059,32,2,0
7158059,7,0,NA
7158059,3,0,NA
7158407,43,1,41170
7158407,41,1,17800
7158568,77,2,25200
7158618,71,2,6400
7158710,47,1,70000
7158710,41,1,6000
7158710,20,1,7000
7158710,18,1,4000
7158710,83,2,6500
7158740,38,1,25000
7158863,57,1,29200
7158863,31,1,12000
7158863,13,0,NA
7158953,45,1,32000
7158953,39,1,20000
7159057,62,2,43300
7159057,58,2,0
7159074,78,2,14400
7159074,71,2,6000
7159112,39,1,53000
7159112,34,1,35000
7159112,3,0,NA
7159112,0,0,NA
7159275,27,1,11700
7159275,24,1,10000
7159330,22,1,15300
7159363,34,1,110200
7159363,40,1,7200
7159363,3,0,NA
7159363,9,0,NA
7159615,31,1,27000
7159662,83,2,197700
7159662,83,2,0
7160115,36,1,48000
7160253,45,1,35200
7160558,89,2,9400
7160561,39,1,21100
7160561,18,2,0
7160561,16,2,0
7160561,12,0,NA
7160561,3,0,NA
7160741,40,1,40000
7160861,69,2,118140
7160861,53,1,50910
7160864,61,1,208000
7160864,57,1,49700
7161002,71,2,41230
7161002,67,2,6000
7161413,64,2,9700
7161413,65,2,5600
7161433,37,1,12300
7161433,34,1,1100
7161433,21,1,15100
7161433,17,1,400
7161433,12,0,NA
7161433,7,0,NA
7161459,46,1,179700
7161459,47,1,1800
7161459,9,0,NA
7161573,43,1,41600
7161573,50,1,15000
7161573,18,1,300
7161674,47,1,80000
7161701,47,1,36660
7161701,47,1,42300
7161772,47,2,130000
7161822,32,2,0
7162486,18,1,600
7162835,37,1,103600
7162946,63,1,32090
7162946,62,2,510
7163037,40,1,17630
7163037,44,1,16000
